"MTU (CET/CEST)","Area","Generation Forecast (MW)","Actual Generation (MW)","Scheduled Consumption (MW)"
"01/08/2025 06:30:00 - 01/08/2025 07:00:00","CTA|IE","n/e","1893.15","n/e"
"01/08/2025 07:00:00 - 01/08/2025 07:30:00","CTA|IE","n/e","1926.73","n/e"
"01/08/2025 07:30:00 - 01/08/2025 08:00:00","CTA|IE","n/e","2128.20","n/e"
"01/08/2025 08:00:00 - 01/08/2025 08:30:00","CTA|IE","n/e","2121.60","n/e"
"01/08/2025 08:30:00 - 01/08/2025 09:00:00","CTA|IE","n/e","2221.24","n/e"
"01/08/2025 09:00:00 - 01/08/2025 09:30:00","CTA|IE","n/e","2275.14","n/e"
"01/08/2025 09:30:00 - 01/08/2025 10:00:00","CTA|IE","n/e","2253.63","n/e"
"01/08/2025 10:00:00 - 01/08/2025 10:30:00","CTA|IE","n/e","2237.61","n/e"
"01/08/2025 10:30:00 - 01/08/2025 11:00:00","CTA|IE","n/e","2176.67","n/e"
"01/08/2025 11:00:00 - 01/08/2025 11:30:00","CTA|IE","n/e","2239.47","n/e"
"01/08/2025 11:30:00 - 01/08/2025 12:00:00","CTA|IE","n/e","2244.80","n/e"
"01/08/2025 12:00:00 - 01/08/2025 12:30:00","CTA|IE","n/e","2078.66","n/e"
"01/08/2025 12:30:00 - 01/08/2025 13:00:00","CTA|IE","n/e","1960.38","n/e"
"01/08/2025 13:00:00 - 01/08/2025 13:30:00","CTA|IE","n/e","1882.56","n/e"
"01/08/2025 13:30:00 - 01/08/2025 14:00:00","CTA|IE","n/e","1880.88","n/e"
"01/08/2025 14:00:00 - 01/08/2025 14:30:00","CTA|IE","n/e","1822.93","n/e"
"01/08/2025 14:30:00 - 01/08/2025 15:00:00","CTA|IE","n/e","1865.35","n/e"
"01/08/2025 15:00:00 - 01/08/2025 15:30:00","CTA|IE","n/e","1764.14","n/e"
"01/08/2025 15:30:00 - 01/08/2025 16:00:00","CTA|IE","n/e","1752.69","n/e"
"01/08/2025 16:00:00 - 01/08/2025 16:30:00","CTA|IE","n/e","1715.39","n/e"
"01/08/2025 16:30:00 - 01/08/2025 17:00:00","CTA|IE","n/e","1714.07","n/e"
"01/08/2025 17:00:00 - 01/08/2025 17:30:00","CTA|IE","n/e","1718.47","n/e"
"01/08/2025 17:30:00 - 01/08/2025 18:00:00","CTA|IE","n/e","1764.77","n/e"
"01/08/2025 18:00:00 - 01/08/2025 18:30:00","CTA|IE","n/e","1895.53","n/e"
"01/08/2025 18:30:00 - 01/08/2025 19:00:00","CTA|IE","n/e","2110.61","n/e"
"01/08/2025 19:00:00 - 01/08/2025 19:30:00","CTA|IE","n/e","2156.72","n/e"
"01/08/2025 19:30:00 - 01/08/2025 20:00:00","CTA|IE","n/e","2193.45","n/e"
"01/08/2025 20:00:00 - 01/08/2025 20:30:00","CTA|IE","n/e","2147.69","n/e"
"01/08/2025 20:30:00 - 01/08/2025 21:00:00","CTA|IE","n/e","2223.64","n/e"
"01/08/2025 21:00:00 - 01/08/2025 21:30:00","CTA|IE","n/e","2221.56","n/e"
"01/08/2025 21:30:00 - 01/08/2025 22:00:00","CTA|IE","n/e","2246.30","n/e"
"01/08/2025 22:00:00 - 01/08/2025 22:30:00","CTA|IE","n/e","2249.07","n/e"
"01/08/2025 22:30:00 - 01/08/2025 23:00:00","CTA|IE","n/e","2249.25","n/e"
"01/08/2025 23:00:00 - 01/08/2025 23:30:00","CTA|IE","n/e","2217.26","n/e"
"01/08/2025 23:30:00 - 02/08/2025 00:00:00","CTA|IE","n/e","2146.84","n/e"
"02/08/2025 00:00:00 - 02/08/2025 00:30:00","CTA|IE","n/e","1991.33","n/e"
"02/08/2025 00:30:00 - 02/08/2025 01:00:00","CTA|IE","n/e","1878.29","n/e"
"02/08/2025 01:00:00 - 02/08/2025 01:30:00","CTA|IE","n/e","1850.14","n/e"
"02/08/2025 01:30:00 - 02/08/2025 02:00:00","CTA|IE","n/e","1789.84","n/e"
"02/08/2025 02:00:00 - 02/08/2025 02:30:00","CTA|IE","n/e","1752.76","n/e"
"02/08/2025 02:30:00 - 02/08/2025 03:00:00","CTA|IE","n/e","1756.00","n/e"
"02/08/2025 03:00:00 - 02/08/2025 03:30:00","CTA|IE","n/e","1775.58","n/e"
"02/08/2025 03:30:00 - 02/08/2025 04:00:00","CTA|IE","n/e","1723.28","n/e"
"02/08/2025 04:00:00 - 02/08/2025 04:30:00","CTA|IE","n/e","1712.06","n/e"
"02/08/2025 04:30:00 - 02/08/2025 05:00:00","CTA|IE","n/e","1679.90","n/e"
"02/08/2025 05:00:00 - 02/08/2025 05:30:00","CTA|IE","n/e","1647.56","n/e"
"02/08/2025 05:30:00 - 02/08/2025 06:00:00","CTA|IE","n/e","1641.77","n/e"
"02/08/2025 06:00:00 - 02/08/2025 06:30:00","CTA|IE","n/e","1611.50","n/e"
"02/08/2025 06:30:00 - 02/08/2025 07:00:00","CTA|IE","n/e","1625.95","n/e"
"02/08/2025 07:00:00 - 02/08/2025 07:30:00","CTA|IE","n/e","1625.77","n/e"
"02/08/2025 07:30:00 - 02/08/2025 08:00:00","CTA|IE","n/e","1664.78","n/e"
"02/08/2025 08:00:00 - 02/08/2025 08:30:00","CTA|IE","n/e","1719.82","n/e"
"02/08/2025 08:30:00 - 02/08/2025 09:00:00","CTA|IE","n/e","1649.85","n/e"
"02/08/2025 09:00:00 - 02/08/2025 09:30:00","CTA|IE","n/e","1694.07","n/e"
"02/08/2025 09:30:00 - 02/08/2025 10:00:00","CTA|IE","n/e","1752.32","n/e"
"02/08/2025 10:00:00 - 02/08/2025 10:30:00","CTA|IE","n/e","1735.36","n/e"
"02/08/2025 10:30:00 - 02/08/2025 11:00:00","CTA|IE","n/e","1819.06","n/e"
"02/08/2025 11:00:00 - 02/08/2025 11:30:00","CTA|IE","n/e","1832.73","n/e"
"02/08/2025 11:30:00 - 02/08/2025 12:00:00","CTA|IE","n/e","1846.51","n/e"
"02/08/2025 12:00:00 - 02/08/2025 12:30:00","CTA|IE","n/e","1814.27","n/e"
"02/08/2025 12:30:00 - 02/08/2025 13:00:00","CTA|IE","n/e","1871.71","n/e"
"02/08/2025 13:00:00 - 02/08/2025 13:30:00","CTA|IE","n/e","1885.75","n/e"
"02/08/2025 13:30:00 - 02/08/2025 14:00:00","CTA|IE","n/e","1844.87","n/e"
"02/08/2025 14:00:00 - 02/08/2025 14:30:00","CTA|IE","n/e","1734.92","n/e"
"02/08/2025 14:30:00 - 02/08/2025 15:00:00","CTA|IE","n/e","1606.33","n/e"
"02/08/2025 15:00:00 - 02/08/2025 15:30:00","CTA|IE","n/e","1583.92","n/e"
"02/08/2025 15:30:00 - 02/08/2025 16:00:00","CTA|IE","n/e","1642.96","n/e"
"02/08/2025 16:00:00 - 02/08/2025 16:30:00","CTA|IE","n/e","1789.08","n/e"
"02/08/2025 16:30:00 - 02/08/2025 17:00:00","CTA|IE","n/e","1811.40","n/e"
"02/08/2025 17:00:00 - 02/08/2025 17:30:00","CTA|IE","n/e","1931.49","n/e"
"02/08/2025 17:30:00 - 02/08/2025 18:00:00","CTA|IE","n/e","2136.41","n/e"
"02/08/2025 18:00:00 - 02/08/2025 18:30:00","CTA|IE","n/e","2237.43","n/e"
"02/08/2025 18:30:00 - 02/08/2025 19:00:00","CTA|IE","n/e","2471.11","n/e"
"02/08/2025 19:00:00 - 02/08/2025 19:30:00","CTA|IE","n/e","2535.92","n/e"
"02/08/2025 19:30:00 - 02/08/2025 20:00:00","CTA|IE","n/e","2562.16","n/e"
"02/08/2025 20:00:00 - 02/08/2025 20:30:00","CTA|IE","n/e","2790.06","n/e"
"02/08/2025 20:30:00 - 02/08/2025 21:00:00","CTA|IE","n/e","2883.55","n/e"
"02/08/2025 21:00:00 - 02/08/2025 21:30:00","CTA|IE","n/e","2923.54","n/e"
"02/08/2025 21:30:00 - 02/08/2025 22:00:00","CTA|IE","n/e","2893.66","n/e"
"02/08/2025 22:00:00 - 02/08/2025 22:30:00","CTA|IE","n/e","2896.17","n/e"
"02/08/2025 22:30:00 - 02/08/2025 23:00:00","CTA|IE","n/e","2900.60","n/e"
"02/08/2025 23:00:00 - 02/08/2025 23:30:00","CTA|IE","n/e","2909.74","n/e"
"02/08/2025 23:30:00 - 03/08/2025 00:00:00","CTA|IE","n/e","2797.15","n/e"
"03/08/2025 00:00:00 - 03/08/2025 00:30:00","CTA|IE","n/e","2689.99","n/e"
"03/08/2025 00:30:00 - 03/08/2025 01:00:00","CTA|IE","n/e","2457.21","n/e"
"03/08/2025 01:00:00 - 03/08/2025 01:30:00","CTA|IE","n/e","2470.18","n/e"
"03/08/2025 01:30:00 - 03/08/2025 02:00:00","CTA|IE","n/e","2340.40","n/e"
"03/08/2025 02:00:00 - 03/08/2025 02:30:00","CTA|IE","n/e","2289.06","n/e"
"03/08/2025 02:30:00 - 03/08/2025 03:00:00","CTA|IE","n/e","2300.71","n/e"
"03/08/2025 03:00:00 - 03/08/2025 03:30:00","CTA|IE","n/e","2207.51","n/e"
"03/08/2025 03:30:00 - 03/08/2025 04:00:00","CTA|IE","n/e","2223.16","n/e"
"03/08/2025 04:00:00 - 03/08/2025 04:30:00","CTA|IE","n/e","2164.37","n/e"
"03/08/2025 04:30:00 - 03/08/2025 05:00:00","CTA|IE","n/e","2141.61","n/e"
"03/08/2025 05:00:00 - 03/08/2025 05:30:00","CTA|IE","n/e","1968.28","n/e"
"03/08/2025 05:30:00 - 03/08/2025 06:00:00","CTA|IE","n/e","1809.77","n/e"
"03/08/2025 06:00:00 - 03/08/2025 06:30:00","CTA|IE","n/e","1629.05","n/e"
"03/08/2025 06:30:00 - 03/08/2025 07:00:00","CTA|IE","n/e","1542.81","n/e"
"03/08/2025 07:00:00 - 03/08/2025 07:30:00","CTA|IE","n/e","1535.18","n/e"
"03/08/2025 07:30:00 - 03/08/2025 08:00:00","CTA|IE","n/e","1437.92","n/e"
"03/08/2025 08:00:00 - 03/08/2025 08:30:00","CTA|IE","n/e","1343.70","n/e"
"03/08/2025 08:30:00 - 03/08/2025 09:00:00","CTA|IE","n/e","1352.91","n/e"
"03/08/2025 09:00:00 - 03/08/2025 09:30:00","CTA|IE","n/e","1397.23","n/e"
"03/08/2025 09:30:00 - 03/08/2025 10:00:00","CTA|IE","n/e","1497.91","n/e"
"03/08/2025 10:00:00 - 03/08/2025 10:30:00","CTA|IE","n/e","1462.67","n/e"
"03/08/2025 10:30:00 - 03/08/2025 11:00:00","CTA|IE","n/e","1505.56","n/e"
"03/08/2025 11:00:00 - 03/08/2025 11:30:00","CTA|IE","n/e","1484.15","n/e"
"03/08/2025 11:30:00 - 03/08/2025 12:00:00","CTA|IE","n/e","1423.83","n/e"
"03/08/2025 12:00:00 - 03/08/2025 12:30:00","CTA|IE","n/e","1394.81","n/e"
"03/08/2025 12:30:00 - 03/08/2025 13:00:00","CTA|IE","n/e","1325.39","n/e"
"03/08/2025 13:00:00 - 03/08/2025 13:30:00","CTA|IE","n/e","1316.87","n/e"
"03/08/2025 13:30:00 - 03/08/2025 14:00:00","CTA|IE","n/e","1322.31","n/e"
"03/08/2025 14:00:00 - 03/08/2025 14:30:00","CTA|IE","n/e","1315.04","n/e"
"03/08/2025 14:30:00 - 03/08/2025 15:00:00","CTA|IE","n/e","1275.62","n/e"
"03/08/2025 15:00:00 - 03/08/2025 15:30:00","CTA|IE","n/e","1222.32","n/e"
"03/08/2025 15:30:00 - 03/08/2025 16:00:00","CTA|IE","n/e","1250.22","n/e"
"03/08/2025 16:00:00 - 03/08/2025 16:30:00","CTA|IE","n/e","1296.38","n/e"
"03/08/2025 16:30:00 - 03/08/2025 17:00:00","CTA|IE","n/e","1357.31","n/e"
"03/08/2025 17:00:00 - 03/08/2025 17:30:00","CTA|IE","n/e","1508.70","n/e"
"03/08/2025 17:30:00 - 03/08/2025 18:00:00","CTA|IE","n/e","1533.29","n/e"
"03/08/2025 18:00:00 - 03/08/2025 18:30:00","CTA|IE","n/e","1820.69","n/e"
"03/08/2025 18:30:00 - 03/08/2025 19:00:00","CTA|IE","n/e","1908.20","n/e"
"03/08/2025 19:00:00 - 03/08/2025 19:30:00","CTA|IE","n/e","1933.53","n/e"
"03/08/2025 19:30:00 - 03/08/2025 20:00:00","CTA|IE","n/e","2046.66","n/e"
"03/08/2025 20:00:00 - 03/08/2025 20:30:00","CTA|IE","n/e","2038.16","n/e"
"03/08/2025 20:30:00 - 03/08/2025 21:00:00","CTA|IE","n/e","2055.14","n/e"
"03/08/2025 21:00:00 - 03/08/2025 21:30:00","CTA|IE","n/e","2131.04","n/e"
"03/08/2025 21:30:00 - 03/08/2025 22:00:00","CTA|IE","n/e","2127.38","n/e"
"03/08/2025 22:00:00 - 03/08/2025 22:30:00","CTA|IE","n/e","2182.80","n/e"
"03/08/2025 22:30:00 - 03/08/2025 23:00:00","CTA|IE","n/e","2190.93","n/e"
"03/08/2025 23:00:00 - 03/08/2025 23:30:00","CTA|IE","n/e","2269.90","n/e"
"03/08/2025 23:30:00 - 04/08/2025 00:00:00","CTA|IE","n/e","2260.31","n/e"
"04/08/2025 00:00:00 - 04/08/2025 00:30:00","CTA|IE","n/e","2016.64","n/e"
"04/08/2025 00:30:00 - 04/08/2025 01:00:00","CTA|IE","n/e","2022.07","n/e"
"04/08/2025 01:00:00 - 04/08/2025 01:30:00","CTA|IE","n/e","2073.45","n/e"
"04/08/2025 01:30:00 - 04/08/2025 02:00:00","CTA|IE","n/e","2277.52","n/e"
"04/08/2025 02:00:00 - 04/08/2025 02:30:00","CTA|IE","n/e","2439.23","n/e"
"04/08/2025 02:30:00 - 04/08/2025 03:00:00","CTA|IE","n/e","2581.63","n/e"
"04/08/2025 03:00:00 - 04/08/2025 03:30:00","CTA|IE","n/e","2746.13","n/e"
"04/08/2025 03:30:00 - 04/08/2025 04:00:00","CTA|IE","n/e","2955.49","n/e"
"04/08/2025 04:00:00 - 04/08/2025 04:30:00","CTA|IE","n/e","3052.03","n/e"
"04/08/2025 04:30:00 - 04/08/2025 05:00:00","CTA|IE","n/e","3095.89","n/e"
"04/08/2025 05:00:00 - 04/08/2025 05:30:00","CTA|IE","n/e","3250.58","n/e"
"04/08/2025 05:30:00 - 04/08/2025 06:00:00","CTA|IE","n/e","3376.58","n/e"
"04/08/2025 06:00:00 - 04/08/2025 06:30:00","CTA|IE","n/e","3260.94","n/e"
"04/08/2025 06:30:00 - 04/08/2025 07:00:00","CTA|IE","n/e","3337.06","n/e"
"04/08/2025 07:00:00 - 04/08/2025 07:30:00","CTA|IE","n/e","3365.11","n/e"
"04/08/2025 07:30:00 - 04/08/2025 08:00:00","CTA|IE","n/e","3431.31","n/e"
"04/08/2025 08:00:00 - 04/08/2025 08:30:00","CTA|IE","n/e","3540.57","n/e"
"04/08/2025 08:30:00 - 04/08/2025 09:00:00","CTA|IE","n/e","3580.72","n/e"
"04/08/2025 09:00:00 - 04/08/2025 09:30:00","CTA|IE","n/e","3596.21","n/e"
"04/08/2025 09:30:00 - 04/08/2025 10:00:00","CTA|IE","n/e","3487.74","n/e"
"04/08/2025 10:00:00 - 04/08/2025 10:30:00","CTA|IE","n/e","3380.11","n/e"
"04/08/2025 10:30:00 - 04/08/2025 11:00:00","CTA|IE","n/e","3175.72","n/e"
"04/08/2025 11:00:00 - 04/08/2025 11:30:00","CTA|IE","n/e","3029.72","n/e"
"04/08/2025 11:30:00 - 04/08/2025 12:00:00","CTA|IE","n/e","2835.43","n/e"
"04/08/2025 12:00:00 - 04/08/2025 12:30:00","CTA|IE","n/e","2875.88","n/e"
"04/08/2025 12:30:00 - 04/08/2025 13:00:00","CTA|IE","n/e","2826.75","n/e"
"04/08/2025 13:00:00 - 04/08/2025 13:30:00","CTA|IE","n/e","2776.87","n/e"
"04/08/2025 13:30:00 - 04/08/2025 14:00:00","CTA|IE","n/e","2849.71","n/e"
"04/08/2025 14:00:00 - 04/08/2025 14:30:00","CTA|IE","n/e","2795.56","n/e"
"04/08/2025 14:30:00 - 04/08/2025 15:00:00","CTA|IE","n/e","2655.98","n/e"
"04/08/2025 15:00:00 - 04/08/2025 15:30:00","CTA|IE","n/e","2639.18","n/e"
"04/08/2025 15:30:00 - 04/08/2025 16:00:00","CTA|IE","n/e","2639.76","n/e"
"04/08/2025 16:00:00 - 04/08/2025 16:30:00","CTA|IE","n/e","2631.70","n/e"
"04/08/2025 16:30:00 - 04/08/2025 17:00:00","CTA|IE","n/e","2755.22","n/e"
"04/08/2025 17:00:00 - 04/08/2025 17:30:00","CTA|IE","n/e","2849.55","n/e"
"04/08/2025 17:30:00 - 04/08/2025 18:00:00","CTA|IE","n/e","2949.34","n/e"
"04/08/2025 18:00:00 - 04/08/2025 18:30:00","CTA|IE","n/e","2942.21","n/e"
"04/08/2025 18:30:00 - 04/08/2025 19:00:00","CTA|IE","n/e","3036.42","n/e"
"04/08/2025 19:00:00 - 04/08/2025 19:30:00","CTA|IE","n/e","3171.29","n/e"
"04/08/2025 19:30:00 - 04/08/2025 20:00:00","CTA|IE","n/e","3235.55","n/e"
"04/08/2025 20:00:00 - 04/08/2025 20:30:00","CTA|IE","n/e","3261.11","n/e"
"04/08/2025 20:30:00 - 04/08/2025 21:00:00","CTA|IE","n/e","3217.19","n/e"
"04/08/2025 21:00:00 - 04/08/2025 21:30:00","CTA|IE","n/e","3183.99","n/e"
"04/08/2025 21:30:00 - 04/08/2025 22:00:00","CTA|IE","n/e","3196.50","n/e"
"04/08/2025 22:00:00 - 04/08/2025 22:30:00","CTA|IE","n/e","3161.75","n/e"
"04/08/2025 22:30:00 - 04/08/2025 23:00:00","CTA|IE","n/e","3000.35","n/e"
"04/08/2025 23:00:00 - 04/08/2025 23:30:00","CTA|IE","n/e","2826.55","n/e"
"04/08/2025 23:30:00 - 05/08/2025 00:00:00","CTA|IE","n/e","2510.46","n/e"
"05/08/2025 00:00:00 - 05/08/2025 00:30:00","CTA|IE","n/e","2313.09","n/e"
"05/08/2025 00:30:00 - 05/08/2025 01:00:00","CTA|IE","n/e","2542.13","n/e"
"05/08/2025 01:00:00 - 05/08/2025 01:30:00","CTA|IE","n/e","2398.16","n/e"
"05/08/2025 01:30:00 - 05/08/2025 02:00:00","CTA|IE","n/e","2340.15","n/e"
"05/08/2025 02:00:00 - 05/08/2025 02:30:00","CTA|IE","n/e","2254.66","n/e"
"05/08/2025 02:30:00 - 05/08/2025 03:00:00","CTA|IE","n/e","2293.43","n/e"
"05/08/2025 03:00:00 - 05/08/2025 03:30:00","CTA|IE","n/e","2388.51","n/e"
"05/08/2025 03:30:00 - 05/08/2025 04:00:00","CTA|IE","n/e","2388.30","n/e"
"05/08/2025 04:00:00 - 05/08/2025 04:30:00","CTA|IE","n/e","2410.39","n/e"
"05/08/2025 04:30:00 - 05/08/2025 05:00:00","CTA|IE","n/e","2390.93","n/e"
"05/08/2025 05:00:00 - 05/08/2025 05:30:00","CTA|IE","n/e","2376.73","n/e"
"05/08/2025 05:30:00 - 05/08/2025 06:00:00","CTA|IE","n/e","2396.32","n/e"
"05/08/2025 06:00:00 - 05/08/2025 06:30:00","CTA|IE","n/e","2288.90","n/e"
"05/08/2025 06:30:00 - 05/08/2025 07:00:00","CTA|IE","n/e","2368.30","n/e"
"05/08/2025 07:00:00 - 05/08/2025 07:30:00","CTA|IE","n/e","2251.30","n/e"
"05/08/2025 07:30:00 - 05/08/2025 08:00:00","CTA|IE","n/e","2276.16","n/e"
"05/08/2025 08:00:00 - 05/08/2025 08:30:00","CTA|IE","n/e","2272.36","n/e"
"05/08/2025 08:30:00 - 05/08/2025 09:00:00","CTA|IE","n/e","2298.68","n/e"
"05/08/2025 09:00:00 - 05/08/2025 09:30:00","CTA|IE","n/e","2354.99","n/e"
"05/08/2025 09:30:00 - 05/08/2025 10:00:00","CTA|IE","n/e","2302.18","n/e"
"05/08/2025 10:00:00 - 05/08/2025 10:30:00","CTA|IE","n/e","2404.72","n/e"
"05/08/2025 10:30:00 - 05/08/2025 11:00:00","CTA|IE","n/e","2342.38","n/e"
"05/08/2025 11:00:00 - 05/08/2025 11:30:00","CTA|IE","n/e","2339.07","n/e"
"05/08/2025 11:30:00 - 05/08/2025 12:00:00","CTA|IE","n/e","2393.17","n/e"
"05/08/2025 12:00:00 - 05/08/2025 12:30:00","CTA|IE","n/e","2153.92","n/e"
"05/08/2025 12:30:00 - 05/08/2025 13:00:00","CTA|IE","n/e","2210.91","n/e"
"05/08/2025 13:00:00 - 05/08/2025 13:30:00","CTA|IE","n/e","2222.82","n/e"
"05/08/2025 13:30:00 - 05/08/2025 14:00:00","CTA|IE","n/e","2134.18","n/e"
"05/08/2025 14:00:00 - 05/08/2025 14:30:00","CTA|IE","n/e","1970.96","n/e"
"05/08/2025 14:30:00 - 05/08/2025 15:00:00","CTA|IE","n/e","1988.59","n/e"
"05/08/2025 15:00:00 - 05/08/2025 15:30:00","CTA|IE","n/e","1917.90","n/e"
"05/08/2025 15:30:00 - 05/08/2025 16:00:00","CTA|IE","n/e","2082.46","n/e"
"05/08/2025 16:00:00 - 05/08/2025 16:30:00","CTA|IE","n/e","1872.43","n/e"
"05/08/2025 16:30:00 - 05/08/2025 17:00:00","CTA|IE","n/e","1819.61","n/e"
"05/08/2025 17:00:00 - 05/08/2025 17:30:00","CTA|IE","n/e","1858.92","n/e"
"05/08/2025 17:30:00 - 05/08/2025 18:00:00","CTA|IE","n/e","1859.74","n/e"
"05/08/2025 18:00:00 - 05/08/2025 18:30:00","CTA|IE","n/e","1889.70","n/e"
"05/08/2025 18:30:00 - 05/08/2025 19:00:00","CTA|IE","n/e","1918.08","n/e"
"05/08/2025 19:00:00 - 05/08/2025 19:30:00","CTA|IE","n/e","1988.95","n/e"
"05/08/2025 19:30:00 - 05/08/2025 20:00:00","CTA|IE","n/e","1992.83","n/e"
"05/08/2025 20:00:00 - 05/08/2025 20:30:00","CTA|IE","n/e","2095.30","n/e"
"05/08/2025 20:30:00 - 05/08/2025 21:00:00","CTA|IE","n/e","2139.33","n/e"
"05/08/2025 21:00:00 - 05/08/2025 21:30:00","CTA|IE","n/e","2186.68","n/e"
"05/08/2025 21:30:00 - 05/08/2025 22:00:00","CTA|IE","n/e","2072.05","n/e"
"05/08/2025 22:00:00 - 05/08/2025 22:30:00","CTA|IE","n/e","2109.60","n/e"
"05/08/2025 22:30:00 - 05/08/2025 23:00:00","CTA|IE","n/e","2146.67","n/e"
"05/08/2025 23:00:00 - 05/08/2025 23:30:00","CTA|IE","n/e","2063.30","n/e"
"05/08/2025 23:30:00 - 06/08/2025 00:00:00","CTA|IE","n/e","1910.85","n/e"
"06/08/2025 00:00:00 - 06/08/2025 00:30:00","CTA|IE","n/e","1731.86","n/e"
"06/08/2025 00:30:00 - 06/08/2025 01:00:00","CTA|IE","n/e","1816.30","n/e"
"06/08/2025 01:00:00 - 06/08/2025 01:30:00","CTA|IE","n/e","1689.29","n/e"
"06/08/2025 01:30:00 - 06/08/2025 02:00:00","CTA|IE","n/e","1725.05","n/e"
"06/08/2025 02:00:00 - 06/08/2025 02:30:00","CTA|IE","n/e","1738.21","n/e"
"06/08/2025 02:30:00 - 06/08/2025 03:00:00","CTA|IE","n/e","1588.72","n/e"
"06/08/2025 03:00:00 - 06/08/2025 03:30:00","CTA|IE","n/e","1506.19","n/e"
"06/08/2025 03:30:00 - 06/08/2025 04:00:00","CTA|IE","n/e","1484.55","n/e"
"06/08/2025 04:00:00 - 06/08/2025 04:30:00","CTA|IE","n/e","1488.62","n/e"
"06/08/2025 04:30:00 - 06/08/2025 05:00:00","CTA|IE","n/e","1434.20","n/e"
"06/08/2025 05:00:00 - 06/08/2025 05:30:00","CTA|IE","n/e","1408.13","n/e"
"06/08/2025 05:30:00 - 06/08/2025 06:00:00","CTA|IE","n/e","1365.58","n/e"
"06/08/2025 06:00:00 - 06/08/2025 06:30:00","CTA|IE","n/e","1412.75","n/e"
"06/08/2025 06:30:00 - 06/08/2025 07:00:00","CTA|IE","n/e","1420.83","n/e"
"06/08/2025 07:00:00 - 06/08/2025 07:30:00","CTA|IE","n/e","1290.55","n/e"
"06/08/2025 07:30:00 - 06/08/2025 08:00:00","CTA|IE","n/e","1428.37","n/e"
"06/08/2025 08:00:00 - 06/08/2025 08:30:00","CTA|IE","n/e","1711.71","n/e"
"06/08/2025 08:30:00 - 06/08/2025 09:00:00","CTA|IE","n/e","1903.23","n/e"
"06/08/2025 09:00:00 - 06/08/2025 09:30:00","CTA|IE","n/e","1770.41","n/e"
"06/08/2025 09:30:00 - 06/08/2025 10:00:00","CTA|IE","n/e","1824.76","n/e"
"06/08/2025 10:00:00 - 06/08/2025 10:30:00","CTA|IE","n/e","1898.25","n/e"
"06/08/2025 10:30:00 - 06/08/2025 11:00:00","CTA|IE","n/e","1955.09","n/e"
"06/08/2025 11:00:00 - 06/08/2025 11:30:00","CTA|IE","n/e","1964.76","n/e"
"06/08/2025 11:30:00 - 06/08/2025 12:00:00","CTA|IE","n/e","2132.33","n/e"
"06/08/2025 12:00:00 - 06/08/2025 12:30:00","CTA|IE","n/e","2139.47","n/e"
"06/08/2025 12:30:00 - 06/08/2025 13:00:00","CTA|IE","n/e","2097.40","n/e"
"06/08/2025 13:00:00 - 06/08/2025 13:30:00","CTA|IE","n/e","2153.58","n/e"
"06/08/2025 13:30:00 - 06/08/2025 14:00:00","CTA|IE","n/e","2284.34","n/e"
"06/08/2025 14:00:00 - 06/08/2025 14:30:00","CTA|IE","n/e","2442.45","n/e"
"06/08/2025 14:30:00 - 06/08/2025 15:00:00","CTA|IE","n/e","2397.20","n/e"
"06/08/2025 15:00:00 - 06/08/2025 15:30:00","CTA|IE","n/e","2364.79","n/e"
"06/08/2025 15:30:00 - 06/08/2025 16:00:00","CTA|IE","n/e","2525.27","n/e"
"06/08/2025 16:00:00 - 06/08/2025 16:30:00","CTA|IE","n/e","2616.95","n/e"
"06/08/2025 16:30:00 - 06/08/2025 17:00:00","CTA|IE","n/e","2742.88","n/e"
"06/08/2025 17:00:00 - 06/08/2025 17:30:00","CTA|IE","n/e","2924.28","n/e"
"06/08/2025 17:30:00 - 06/08/2025 18:00:00","CTA|IE","n/e","3216.05","n/e"
"06/08/2025 18:00:00 - 06/08/2025 18:30:00","CTA|IE","n/e","3535.36","n/e"
"06/08/2025 18:30:00 - 06/08/2025 19:00:00","CTA|IE","n/e","3629.50","n/e"
"06/08/2025 19:00:00 - 06/08/2025 19:30:00","CTA|IE","n/e","3805.19","n/e"
"06/08/2025 19:30:00 - 06/08/2025 20:00:00","CTA|IE","n/e","3815.31","n/e"
"06/08/2025 20:00:00 - 06/08/2025 20:30:00","CTA|IE","n/e","3914.85","n/e"
"06/08/2025 20:30:00 - 06/08/2025 21:00:00","CTA|IE","n/e","4056.20","n/e"
"06/08/2025 21:00:00 - 06/08/2025 21:30:00","CTA|IE","n/e","4412.22","n/e"
"06/08/2025 21:30:00 - 06/08/2025 22:00:00","CTA|IE","n/e","4517.37","n/e"
"06/08/2025 22:00:00 - 06/08/2025 22:30:00","CTA|IE","n/e","4430.26","n/e"
"06/08/2025 22:30:00 - 06/08/2025 23:00:00","CTA|IE","n/e","4502.21","n/e"
"06/08/2025 23:00:00 - 06/08/2025 23:30:00","CTA|IE","n/e","4391.66","n/e"
"06/08/2025 23:30:00 - 07/08/2025 00:00:00","CTA|IE","n/e","4121.73","n/e"
"07/08/2025 00:00:00 - 07/08/2025 00:30:00","CTA|IE","n/e","3711.11","n/e"
"07/08/2025 00:30:00 - 07/08/2025 01:00:00","CTA|IE","n/e","3398.58","n/e"
"07/08/2025 01:00:00 - 07/08/2025 01:30:00","CTA|IE","n/e","3169.04","n/e"
