"MTU","Out Area","In Area","Physical Flow (MW)"
"06/01/2025 11:00:00 - 06/01/2025 12:00:00","BZN|GB","BZN|IE(SEM)","978.67"
"06/01/2025 12:00:00 - 06/01/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 12:00:00 - 06/01/2025 13:00:00","BZN|GB","BZN|IE(SEM)","920.99"
"06/01/2025 13:00:00 - 06/01/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 13:00:00 - 06/01/2025 14:00:00","BZN|GB","BZN|IE(SEM)","802.72"
"06/01/2025 14:00:00 - 06/01/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 14:00:00 - 06/01/2025 15:00:00","BZN|GB","BZN|IE(SEM)","512.59"
"06/01/2025 15:00:00 - 06/01/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 15:00:00 - 06/01/2025 16:00:00","BZN|GB","BZN|IE(SEM)","351.93"
"06/01/2025 16:00:00 - 06/01/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 16:00:00 - 06/01/2025 17:00:00","BZN|GB","BZN|IE(SEM)","517.69"
"06/01/2025 17:00:00 - 06/01/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 17:00:00 - 06/01/2025 18:00:00","BZN|GB","BZN|IE(SEM)","700.82"
"06/01/2025 18:00:00 - 06/01/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 18:00:00 - 06/01/2025 19:00:00","BZN|GB","BZN|IE(SEM)","938.63"
"06/01/2025 19:00:00 - 06/01/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 19:00:00 - 06/01/2025 20:00:00","BZN|GB","BZN|IE(SEM)","978.10"
"06/01/2025 20:00:00 - 06/01/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 20:00:00 - 06/01/2025 21:00:00","BZN|GB","BZN|IE(SEM)","894.86"
"06/01/2025 21:00:00 - 06/01/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 21:00:00 - 06/01/2025 22:00:00","BZN|GB","BZN|IE(SEM)","911.01"
"06/01/2025 22:00:00 - 06/01/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 22:00:00 - 06/01/2025 23:00:00","BZN|GB","BZN|IE(SEM)","600.99"
"06/01/2025 23:00:00 - 07/01/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"06/01/2025 23:00:00 - 07/01/2025 00:00:00","BZN|GB","BZN|IE(SEM)","247.27"
"07/01/2025 00:00:00 - 07/01/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 00:00:00 - 07/01/2025 01:00:00","BZN|GB","BZN|IE(SEM)","405.83"
"07/01/2025 01:00:00 - 07/01/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 01:00:00 - 07/01/2025 02:00:00","BZN|GB","BZN|IE(SEM)","430.37"
"07/01/2025 02:00:00 - 07/01/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 02:00:00 - 07/01/2025 03:00:00","BZN|GB","BZN|IE(SEM)","558.82"
"07/01/2025 03:00:00 - 07/01/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 03:00:00 - 07/01/2025 04:00:00","BZN|GB","BZN|IE(SEM)","695.76"
"07/01/2025 04:00:00 - 07/01/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 04:00:00 - 07/01/2025 05:00:00","BZN|GB","BZN|IE(SEM)","782.33"
"07/01/2025 05:00:00 - 07/01/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 05:00:00 - 07/01/2025 06:00:00","BZN|GB","BZN|IE(SEM)","779.76"
"07/01/2025 06:00:00 - 07/01/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 06:00:00 - 07/01/2025 07:00:00","BZN|GB","BZN|IE(SEM)","785.21"
"07/01/2025 07:00:00 - 07/01/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 07:00:00 - 07/01/2025 08:00:00","BZN|GB","BZN|IE(SEM)","735.56"
"07/01/2025 08:00:00 - 07/01/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 08:00:00 - 07/01/2025 09:00:00","BZN|GB","BZN|IE(SEM)","857.22"
"07/01/2025 09:00:00 - 07/01/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 09:00:00 - 07/01/2025 10:00:00","BZN|GB","BZN|IE(SEM)","978.71"
"07/01/2025 10:00:00 - 07/01/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 10:00:00 - 07/01/2025 11:00:00","BZN|GB","BZN|IE(SEM)","978.59"
"07/01/2025 11:00:00 - 07/01/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 11:00:00 - 07/01/2025 12:00:00","BZN|GB","BZN|IE(SEM)","978.55"
"07/01/2025 12:00:00 - 07/01/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 12:00:00 - 07/01/2025 13:00:00","BZN|GB","BZN|IE(SEM)","978.64"
"07/01/2025 13:00:00 - 07/01/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 13:00:00 - 07/01/2025 14:00:00","BZN|GB","BZN|IE(SEM)","978.67"
"07/01/2025 14:00:00 - 07/01/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 14:00:00 - 07/01/2025 15:00:00","BZN|GB","BZN|IE(SEM)","978.62"
"07/01/2025 15:00:00 - 07/01/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 15:00:00 - 07/01/2025 16:00:00","BZN|GB","BZN|IE(SEM)","978.60"
"07/01/2025 16:00:00 - 07/01/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 16:00:00 - 07/01/2025 17:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"07/01/2025 17:00:00 - 07/01/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 17:00:00 - 07/01/2025 18:00:00","BZN|GB","BZN|IE(SEM)","978.64"
"07/01/2025 18:00:00 - 07/01/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 18:00:00 - 07/01/2025 19:00:00","BZN|GB","BZN|IE(SEM)","978.71"
"07/01/2025 19:00:00 - 07/01/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 19:00:00 - 07/01/2025 20:00:00","BZN|GB","BZN|IE(SEM)","978.60"
"07/01/2025 20:00:00 - 07/01/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 20:00:00 - 07/01/2025 21:00:00","BZN|GB","BZN|IE(SEM)","978.58"
"07/01/2025 21:00:00 - 07/01/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 21:00:00 - 07/01/2025 22:00:00","BZN|GB","BZN|IE(SEM)","978.67"
"07/01/2025 22:00:00 - 07/01/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 22:00:00 - 07/01/2025 23:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"07/01/2025 23:00:00 - 08/01/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"07/01/2025 23:00:00 - 08/01/2025 00:00:00","BZN|GB","BZN|IE(SEM)","978.62"
"08/01/2025 00:00:00 - 08/01/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 00:00:00 - 08/01/2025 01:00:00","BZN|GB","BZN|IE(SEM)","978.48"
"08/01/2025 01:00:00 - 08/01/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 01:00:00 - 08/01/2025 02:00:00","BZN|GB","BZN|IE(SEM)","978.58"
"08/01/2025 02:00:00 - 08/01/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 02:00:00 - 08/01/2025 03:00:00","BZN|GB","BZN|IE(SEM)","934.25"
"08/01/2025 03:00:00 - 08/01/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 03:00:00 - 08/01/2025 04:00:00","BZN|GB","BZN|IE(SEM)","928.38"
"08/01/2025 04:00:00 - 08/01/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 04:00:00 - 08/01/2025 05:00:00","BZN|GB","BZN|IE(SEM)","928.38"
"08/01/2025 05:00:00 - 08/01/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 05:00:00 - 08/01/2025 06:00:00","BZN|GB","BZN|IE(SEM)","928.39"
"08/01/2025 06:00:00 - 08/01/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 06:00:00 - 08/01/2025 07:00:00","BZN|GB","BZN|IE(SEM)","925.15"
"08/01/2025 07:00:00 - 08/01/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 07:00:00 - 08/01/2025 08:00:00","BZN|GB","BZN|IE(SEM)","876.72"
"08/01/2025 08:00:00 - 08/01/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 08:00:00 - 08/01/2025 09:00:00","BZN|GB","BZN|IE(SEM)","974.70"
"08/01/2025 09:00:00 - 08/01/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 09:00:00 - 08/01/2025 10:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"08/01/2025 10:00:00 - 08/01/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 10:00:00 - 08/01/2025 11:00:00","BZN|GB","BZN|IE(SEM)","978.46"
"08/01/2025 11:00:00 - 08/01/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 11:00:00 - 08/01/2025 12:00:00","BZN|GB","BZN|IE(SEM)","978.55"
"08/01/2025 12:00:00 - 08/01/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 12:00:00 - 08/01/2025 13:00:00","BZN|GB","BZN|IE(SEM)","978.56"
"08/01/2025 13:00:00 - 08/01/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 13:00:00 - 08/01/2025 14:00:00","BZN|GB","BZN|IE(SEM)","978.59"
"08/01/2025 14:00:00 - 08/01/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 14:00:00 - 08/01/2025 15:00:00","BZN|GB","BZN|IE(SEM)","859.17"
"08/01/2025 15:00:00 - 08/01/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 15:00:00 - 08/01/2025 16:00:00","BZN|GB","BZN|IE(SEM)","832.12"
"08/01/2025 16:00:00 - 08/01/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 16:00:00 - 08/01/2025 17:00:00","BZN|GB","BZN|IE(SEM)","731.58"
"08/01/2025 17:00:00 - 08/01/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 17:00:00 - 08/01/2025 18:00:00","BZN|GB","BZN|IE(SEM)","404.12"
"08/01/2025 18:00:00 - 08/01/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 18:00:00 - 08/01/2025 19:00:00","BZN|GB","BZN|IE(SEM)","310.28"
"08/01/2025 19:00:00 - 08/01/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 19:00:00 - 08/01/2025 20:00:00","BZN|GB","BZN|IE(SEM)","339.94"
"08/01/2025 20:00:00 - 08/01/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 20:00:00 - 08/01/2025 21:00:00","BZN|GB","BZN|IE(SEM)","427.55"
"08/01/2025 21:00:00 - 08/01/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 21:00:00 - 08/01/2025 22:00:00","BZN|GB","BZN|IE(SEM)","630.77"
"08/01/2025 22:00:00 - 08/01/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 22:00:00 - 08/01/2025 23:00:00","BZN|GB","BZN|IE(SEM)","848.80"
"08/01/2025 23:00:00 - 09/01/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"08/01/2025 23:00:00 - 09/01/2025 00:00:00","BZN|GB","BZN|IE(SEM)","891.06"
"09/01/2025 00:00:00 - 09/01/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 00:00:00 - 09/01/2025 01:00:00","BZN|GB","BZN|IE(SEM)","820.78"
"09/01/2025 01:00:00 - 09/01/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 01:00:00 - 09/01/2025 02:00:00","BZN|GB","BZN|IE(SEM)","868.53"
"09/01/2025 02:00:00 - 09/01/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 02:00:00 - 09/01/2025 03:00:00","BZN|GB","BZN|IE(SEM)","909.61"
"09/01/2025 03:00:00 - 09/01/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 03:00:00 - 09/01/2025 04:00:00","BZN|GB","BZN|IE(SEM)","928.93"
"09/01/2025 04:00:00 - 09/01/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 04:00:00 - 09/01/2025 05:00:00","BZN|GB","BZN|IE(SEM)","928.89"
"09/01/2025 05:00:00 - 09/01/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 05:00:00 - 09/01/2025 06:00:00","BZN|GB","BZN|IE(SEM)","920.67"
"09/01/2025 06:00:00 - 09/01/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 06:00:00 - 09/01/2025 07:00:00","BZN|GB","BZN|IE(SEM)","711.17"
"09/01/2025 07:00:00 - 09/01/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 07:00:00 - 09/01/2025 08:00:00","BZN|GB","BZN|IE(SEM)","545.71"
"09/01/2025 08:00:00 - 09/01/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 08:00:00 - 09/01/2025 09:00:00","BZN|GB","BZN|IE(SEM)","797.50"
"09/01/2025 09:00:00 - 09/01/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 09:00:00 - 09/01/2025 10:00:00","BZN|GB","BZN|IE(SEM)","972.98"
"09/01/2025 10:00:00 - 09/01/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 10:00:00 - 09/01/2025 11:00:00","BZN|GB","BZN|IE(SEM)","978.67"
"09/01/2025 11:00:00 - 09/01/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 11:00:00 - 09/01/2025 12:00:00","BZN|GB","BZN|IE(SEM)","978.65"
"09/01/2025 12:00:00 - 09/01/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 12:00:00 - 09/01/2025 13:00:00","BZN|GB","BZN|IE(SEM)","978.55"
"09/01/2025 13:00:00 - 09/01/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 13:00:00 - 09/01/2025 14:00:00","BZN|GB","BZN|IE(SEM)","978.67"
"09/01/2025 14:00:00 - 09/01/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 14:00:00 - 09/01/2025 15:00:00","BZN|GB","BZN|IE(SEM)","978.56"
"09/01/2025 15:00:00 - 09/01/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 15:00:00 - 09/01/2025 16:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"09/01/2025 16:00:00 - 09/01/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 16:00:00 - 09/01/2025 17:00:00","BZN|GB","BZN|IE(SEM)","978.68"
"09/01/2025 17:00:00 - 09/01/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 17:00:00 - 09/01/2025 18:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"09/01/2025 18:00:00 - 09/01/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 18:00:00 - 09/01/2025 19:00:00","BZN|GB","BZN|IE(SEM)","978.69"
"09/01/2025 19:00:00 - 09/01/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 19:00:00 - 09/01/2025 20:00:00","BZN|GB","BZN|IE(SEM)","978.63"
"09/01/2025 20:00:00 - 09/01/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 20:00:00 - 09/01/2025 21:00:00","BZN|GB","BZN|IE(SEM)","978.68"
"09/01/2025 21:00:00 - 09/01/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 21:00:00 - 09/01/2025 22:00:00","BZN|GB","BZN|IE(SEM)","978.60"
"09/01/2025 22:00:00 - 09/01/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 22:00:00 - 09/01/2025 23:00:00","BZN|GB","BZN|IE(SEM)","978.70"
"09/01/2025 23:00:00 - 10/01/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"09/01/2025 23:00:00 - 10/01/2025 00:00:00","BZN|GB","BZN|IE(SEM)","852.59"
"10/01/2025 00:00:00 - 10/01/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 00:00:00 - 10/01/2025 01:00:00","BZN|GB","BZN|IE(SEM)","747.36"
"10/01/2025 01:00:00 - 10/01/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 01:00:00 - 10/01/2025 02:00:00","BZN|GB","BZN|IE(SEM)","870.56"
"10/01/2025 02:00:00 - 10/01/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 02:00:00 - 10/01/2025 03:00:00","BZN|GB","BZN|IE(SEM)","741.85"
"10/01/2025 03:00:00 - 10/01/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 03:00:00 - 10/01/2025 04:00:00","BZN|GB","BZN|IE(SEM)","742.41"
"10/01/2025 04:00:00 - 10/01/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 04:00:00 - 10/01/2025 05:00:00","BZN|GB","BZN|IE(SEM)","650.83"
"10/01/2025 05:00:00 - 10/01/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 05:00:00 - 10/01/2025 06:00:00","BZN|GB","BZN|IE(SEM)","537.52"
"10/01/2025 06:00:00 - 10/01/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 06:00:00 - 10/01/2025 07:00:00","BZN|GB","BZN|IE(SEM)","485.29"
"10/01/2025 07:00:00 - 10/01/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"10/01/2025 07:00:00 - 10/01/2025 08:00:00","BZN|GB","BZN|IE(SEM)","227.79"
"10/01/2025 08:00:00 - 10/01/2025 09:00:00","BZN|IE(SEM)","BZN|GB","19.61"
"10/01/2025 08:00:00 - 10/01/2025 09:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 09:00:00 - 10/01/2025 10:00:00","BZN|IE(SEM)","BZN|GB","335.78"
"10/01/2025 09:00:00 - 10/01/2025 10:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 10:00:00 - 10/01/2025 11:00:00","BZN|IE(SEM)","BZN|GB","563.49"
"10/01/2025 10:00:00 - 10/01/2025 11:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 11:00:00 - 10/01/2025 12:00:00","BZN|IE(SEM)","BZN|GB","451.60"
"10/01/2025 11:00:00 - 10/01/2025 12:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 12:00:00 - 10/01/2025 13:00:00","BZN|IE(SEM)","BZN|GB","441.34"
"10/01/2025 12:00:00 - 10/01/2025 13:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 13:00:00 - 10/01/2025 14:00:00","BZN|IE(SEM)","BZN|GB","459.93"
"10/01/2025 13:00:00 - 10/01/2025 14:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 14:00:00 - 10/01/2025 15:00:00","BZN|IE(SEM)","BZN|GB","552.37"
"10/01/2025 14:00:00 - 10/01/2025 15:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 15:00:00 - 10/01/2025 16:00:00","BZN|IE(SEM)","BZN|GB","650.52"
"10/01/2025 15:00:00 - 10/01/2025 16:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 16:00:00 - 10/01/2025 17:00:00","BZN|IE(SEM)","BZN|GB","786.31"
"10/01/2025 16:00:00 - 10/01/2025 17:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 17:00:00 - 10/01/2025 18:00:00","BZN|IE(SEM)","BZN|GB","796.21"
"10/01/2025 17:00:00 - 10/01/2025 18:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 18:00:00 - 10/01/2025 19:00:00","BZN|IE(SEM)","BZN|GB","788.97"
"10/01/2025 18:00:00 - 10/01/2025 19:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 19:00:00 - 10/01/2025 20:00:00","BZN|IE(SEM)","BZN|GB","784.75"
"10/01/2025 19:00:00 - 10/01/2025 20:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 20:00:00 - 10/01/2025 21:00:00","BZN|IE(SEM)","BZN|GB","720.04"
"10/01/2025 20:00:00 - 10/01/2025 21:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 21:00:00 - 10/01/2025 22:00:00","BZN|IE(SEM)","BZN|GB","564.64"
"10/01/2025 21:00:00 - 10/01/2025 22:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 22:00:00 - 10/01/2025 23:00:00","BZN|IE(SEM)","BZN|GB","247.14"
"10/01/2025 22:00:00 - 10/01/2025 23:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"10/01/2025 23:00:00 - 11/01/2025 00:00:00","BZN|IE(SEM)","BZN|GB","124.02"
"10/01/2025 23:00:00 - 11/01/2025 00:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 00:00:00 - 11/01/2025 01:00:00","BZN|IE(SEM)","BZN|GB","114.54"
"11/01/2025 00:00:00 - 11/01/2025 01:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 01:00:00 - 11/01/2025 02:00:00","BZN|IE(SEM)","BZN|GB","194.89"
"11/01/2025 01:00:00 - 11/01/2025 02:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 02:00:00 - 11/01/2025 03:00:00","BZN|IE(SEM)","BZN|GB","295.48"
"11/01/2025 02:00:00 - 11/01/2025 03:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 03:00:00 - 11/01/2025 04:00:00","BZN|IE(SEM)","BZN|GB","214.62"
"11/01/2025 03:00:00 - 11/01/2025 04:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 04:00:00 - 11/01/2025 05:00:00","BZN|IE(SEM)","BZN|GB","241.62"
"11/01/2025 04:00:00 - 11/01/2025 05:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 05:00:00 - 11/01/2025 06:00:00","BZN|IE(SEM)","BZN|GB","155.73"
"11/01/2025 05:00:00 - 11/01/2025 06:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 06:00:00 - 11/01/2025 07:00:00","BZN|IE(SEM)","BZN|GB","154.52"
"11/01/2025 06:00:00 - 11/01/2025 07:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 07:00:00 - 11/01/2025 08:00:00","BZN|IE(SEM)","BZN|GB","204.16"
"11/01/2025 07:00:00 - 11/01/2025 08:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 08:00:00 - 11/01/2025 09:00:00","BZN|IE(SEM)","BZN|GB","152.92"
"11/01/2025 08:00:00 - 11/01/2025 09:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"11/01/2025 09:00:00 - 11/01/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 09:00:00 - 11/01/2025 10:00:00","BZN|GB","BZN|IE(SEM)","30.27"
"11/01/2025 10:00:00 - 11/01/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 10:00:00 - 11/01/2025 11:00:00","BZN|GB","BZN|IE(SEM)","464.03"
"11/01/2025 11:00:00 - 11/01/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 11:00:00 - 11/01/2025 12:00:00","BZN|GB","BZN|IE(SEM)","817.54"
"11/01/2025 12:00:00 - 11/01/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 12:00:00 - 11/01/2025 13:00:00","BZN|GB","BZN|IE(SEM)","962.17"
"11/01/2025 13:00:00 - 11/01/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 13:00:00 - 11/01/2025 14:00:00","BZN|GB","BZN|IE(SEM)","978.70"
"11/01/2025 14:00:00 - 11/01/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 14:00:00 - 11/01/2025 15:00:00","BZN|GB","BZN|IE(SEM)","978.69"
"11/01/2025 15:00:00 - 11/01/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 15:00:00 - 11/01/2025 16:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"11/01/2025 16:00:00 - 11/01/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 16:00:00 - 11/01/2025 17:00:00","BZN|GB","BZN|IE(SEM)","978.70"
"11/01/2025 17:00:00 - 11/01/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 17:00:00 - 11/01/2025 18:00:00","BZN|GB","BZN|IE(SEM)","978.59"
"11/01/2025 18:00:00 - 11/01/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 18:00:00 - 11/01/2025 19:00:00","BZN|GB","BZN|IE(SEM)","978.60"
"11/01/2025 19:00:00 - 11/01/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 19:00:00 - 11/01/2025 20:00:00","BZN|GB","BZN|IE(SEM)","978.60"
"11/01/2025 20:00:00 - 11/01/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 20:00:00 - 11/01/2025 21:00:00","BZN|GB","BZN|IE(SEM)","978.59"
"11/01/2025 21:00:00 - 11/01/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 21:00:00 - 11/01/2025 22:00:00","BZN|GB","BZN|IE(SEM)","978.59"
"11/01/2025 22:00:00 - 11/01/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/01/2025 22:00:00 - 11/01/2025 23:00:00","BZN|GB","BZN|IE(SEM)","978.56"
