Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-01-01T00:00:00.000000,Great Britain,Great Britain,GB,45.04,75.15,88.18,72.4,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T00:05:00.000000,Great Britain,Great Britain,GB,45.11,75.22,88.17,72.4, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T00:10:00.000000,Great Britain,Great Britain,GB,45.11,75.23,88.17,72.4,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T00:15:00.000000,Great Britain,Great Britain,GB,45.1,75.22,88.16,72.35, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T00:20:00.000000,Great Britain,Great Britain,GB,45.1,75.23,88.16,72.35, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T00:25:00.000000,Great Britain,Great Britain,GB,45.11,75.23,88.16,72.35, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T00:30:00.000000,Great Britain,Great Britain,GB,49.81,82.46,87.07,71.29,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T00:35:00.000000,Great Britain,Great Britain,GB,49.8,82.44,87.07,71.29, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T00:40:00.000000,Great Britain,Great Britain,GB,49.8,82.44,87.07,71.29,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T00:45:00.000000,Great Britain,Great Britain,GB,49.79,82.43,87.07,71.29,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T00:50:00.000000,Great Britain,Great Britain,GB,49.78,82.41,87.08,71.29,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T00:55:00.000000,Great Britain,Great Britain,GB,49.76,82.39,87.08,71.29, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T01:00:00.000000,Great Britain,Great Britain,GB,51.0,84.13,86.83,70.97,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T01:05:00.000000,Great Britain,Great Britain,GB,50.91,84.02,86.84,70.98, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T01:10:00.000000,Great Britain,Great Britain,GB,50.87,83.97,86.85,70.98, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T01:15:00.000000,Great Britain,Great Britain,GB,50.88,83.98,86.85,70.98,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T01:20:00.000000,Great Britain,Great Britain,GB,50.88,83.98,86.85,70.98, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T01:25:00.000000,Great Britain,Great Britain,GB,50.88,83.98,86.85,70.98, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T01:30:00.000000,Great Britain,Great Britain,GB,48.98,81.89,87.22,70.87,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T01:35:00.000000,Great Britain,Great Britain,GB,48.95,81.86,87.22,70.88, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T01:40:00.000000,Great Britain,Great Britain,GB,48.95,81.86,87.22,70.88, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T01:45:00.000000,Great Britain,Great Britain,GB,48.97,81.89,87.21,70.84,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T01:50:00.000000,Great Britain,Great Britain,GB,48.99,81.92,87.2,70.84,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T01:55:00.000000,Great Britain,Great Britain,GB,49.02,81.95,87.2,70.83,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T02:00:00.000000,Great Britain,Great Britain,GB,49.58,82.34,87.11,70.65,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T02:05:00.000000,Great Britain,Great Britain,GB,49.58,82.34,87.11,70.65,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T02:10:00.000000,Great Britain,Great Britain,GB,49.58,82.34,87.11,70.65, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T02:15:00.000000,Great Britain,Great Britain,GB,49.59,82.35,87.11,70.65, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T02:20:00.000000,Great Britain,Great Britain,GB,49.58,82.34,87.11,70.65,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T02:25:00.000000,Great Britain,Great Britain,GB,49.58,82.34,87.11,70.65, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T02:30:00.000000,Great Britain,Great Britain,GB,46.15,76.86,87.93,71.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T02:35:00.000000,Great Britain,Great Britain,GB,46.15,76.87,87.93,71.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T02:40:00.000000,Great Britain,Great Britain,GB,46.16,76.87,87.93,71.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T02:45:00.000000,Great Britain,Great Britain,GB,46.15,76.87,87.93,71.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T02:50:00.000000,Great Britain,Great Britain,GB,46.15,76.87,87.93,71.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T02:55:00.000000,Great Britain,Great Britain,GB,46.17,76.89,87.93,71.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T03:00:00.000000,Great Britain,Great Britain,GB,42.42,71.31,89.05,72.11, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T03:05:00.000000,Great Britain,Great Britain,GB,42.41,71.3,89.06,72.11, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T03:10:00.000000,Great Britain,Great Britain,GB,42.41,71.3,89.06,72.11,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T03:15:00.000000,Great Britain,Great Britain,GB,42.41,71.3,89.06,72.11,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T03:20:00.000000,Great Britain,Great Britain,GB,42.41,71.3,89.06,72.11, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T03:25:00.000000,Great Britain,Great Britain,GB,42.41,71.3,89.06,72.11, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T03:30:00.000000,Great Britain,Great Britain,GB,40.54,68.91,89.41,72.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T03:35:00.000000,Great Britain,Great Britain,GB,40.53,68.91,89.41,72.39, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T03:40:00.000000,Great Britain,Great Britain,GB,40.54,68.91,89.41,72.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T03:45:00.000000,Great Britain,Great Britain,GB,40.54,68.91,89.41,72.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T03:50:00.000000,Great Britain,Great Britain,GB,40.54,68.92,89.41,72.39, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T03:55:00.000000,Great Britain,Great Britain,GB,40.55,68.93,89.41,72.38, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T04:00:00.000000,Great Britain,Great Britain,GB,42.55,71.35,89.08,72.1,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T04:05:00.000000,Great Britain,Great Britain,GB,42.56,71.35,89.08,72.1,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T04:10:00.000000,Great Britain,Great Britain,GB,42.56,71.35,89.08,72.1, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T04:15:00.000000,Great Britain,Great Britain,GB,42.56,71.35,89.08,72.1,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T04:20:00.000000,Great Britain,Great Britain,GB,42.56,71.35,89.08,72.1, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T04:25:00.000000,Great Britain,Great Britain,GB,42.56,71.35,89.08,72.1, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T04:30:00.000000,Great Britain,Great Britain,GB,42.02,70.91,89.32,72.15, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T04:35:00.000000,Great Britain,Great Britain,GB,42.02,70.91,89.32,72.15, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T04:40:00.000000,Great Britain,Great Britain,GB,42.02,70.91,89.32,72.15, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T04:45:00.000000,Great Britain,Great Britain,GB,42.02,70.91,89.32,72.15,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T04:50:00.000000,Great Britain,Great Britain,GB,42.02,70.91,89.32,72.15,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T04:55:00.000000,Great Britain,Great Britain,GB,42.02,70.91,89.32,72.15,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T05:00:00.000000,Great Britain,Great Britain,GB,43.12,72.66,88.95,71.6, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T05:05:00.000000,Great Britain,Great Britain,GB,43.12,72.66,88.95,71.6, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T05:10:00.000000,Great Britain,Great Britain,GB,43.12,72.66,88.95,71.6,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T05:15:00.000000,Great Britain,Great Britain,GB,43.12,72.66,88.95,71.6, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T05:20:00.000000,Great Britain,Great Britain,GB,43.12,72.66,88.95,71.6, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T05:25:00.000000,Great Britain,Great Britain,GB,43.12,72.66,88.95,71.6, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T05:30:00.000000,Great Britain,Great Britain,GB,40.58,69.84,89.43,72.01,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T05:35:00.000000,Great Britain,Great Britain,GB,40.58,69.84,89.43,72.01,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T05:40:00.000000,Great Britain,Great Britain,GB,40.58,69.84,89.43,72.01,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T05:45:00.000000,Great Britain,Great Britain,GB,40.58,69.84,89.43,72.01,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T05:50:00.000000,Great Britain,Great Britain,GB,40.58,69.84,89.43,72.01, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T05:55:00.000000,Great Britain,Great Britain,GB,40.58,69.84,89.43,72.01,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T06:00:00.000000,Great Britain,Great Britain,GB,39.69,67.81,89.8,72.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T06:05:00.000000,Great Britain,Great Britain,GB,39.69,67.81,89.8,72.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T06:10:00.000000,Great Britain,Great Britain,GB,39.69,67.81,89.8,72.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T06:15:00.000000,Great Britain,Great Britain,GB,39.69,67.81,89.8,72.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T06:20:00.000000,Great Britain,Great Britain,GB,39.69,67.81,89.8,72.42, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T06:25:00.000000,Great Britain,Great Britain,GB,39.69,67.81,89.8,72.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T06:30:00.000000,Great Britain,Great Britain,GB,38.32,66.05,90.06,72.5, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T06:35:00.000000,Great Britain,Great Britain,GB,38.32,66.05,90.06,72.5,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T06:40:00.000000,Great Britain,Great Britain,GB,38.32,66.05,90.06,72.5, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T06:45:00.000000,Great Britain,Great Britain,GB,38.32,66.05,90.06,72.5,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T06:50:00.000000,Great Britain,Great Britain,GB,38.32,66.05,90.06,72.5,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T06:55:00.000000,Great Britain,Great Britain,GB,38.32,66.05,90.06,72.5,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T07:00:00.000000,Great Britain,Great Britain,GB,38.92,66.82,89.94,72.24,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T07:05:00.000000,Great Britain,Great Britain,GB,38.91,66.8,89.94,72.24,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T07:10:00.000000,Great Britain,Great Britain,GB,38.89,66.78,89.94,72.24, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T07:15:00.000000,Great Britain,Great Britain,GB,38.89,66.78,89.94,72.23,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T07:20:00.000000,Great Britain,Great Britain,GB,38.89,66.78,89.94,72.23, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T07:25:00.000000,Great Britain,Great Britain,GB,38.89,66.78,89.94,72.23, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T07:30:00.000000,Great Britain,Great Britain,GB,38.4,66.25,90.02,72.07, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T07:35:00.000000,Great Britain,Great Britain,GB,38.41,66.25,90.02,72.07, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T07:40:00.000000,Great Britain,Great Britain,GB,38.41,66.26,90.01,72.07,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T07:45:00.000000,Great Britain,Great Britain,GB,38.42,66.27,90.01,72.07, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T07:50:00.000000,Great Britain,Great Britain,GB,38.43,66.29,90.01,72.07,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T07:55:00.000000,Great Britain,Great Britain,GB,38.44,66.29,90.01,72.07,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:00:00.000000,Great Britain,Great Britain,GB,39.34,67.46,89.86,71.77,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:05:00.000000,Great Britain,Great Britain,GB,39.31,67.42,89.86,71.77, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T08:10:00.000000,Great Britain,Great Britain,GB,39.33,67.46,89.86,71.77,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:15:00.000000,Great Britain,Great Britain,GB,39.34,67.46,89.86,71.78, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T08:20:00.000000,Great Britain,Great Britain,GB,39.34,67.46,89.86,71.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:25:00.000000,Great Britain,Great Britain,GB,39.34,67.46,89.86,71.78, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T08:30:00.000000,Great Britain,Great Britain,GB,41.2,69.35,90.02,72.02,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:35:00.000000,Great Britain,Great Britain,GB,41.19,69.34,90.02,72.02, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T08:40:00.000000,Great Britain,Great Britain,GB,41.2,69.34,90.02,72.02,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:45:00.000000,Great Britain,Great Britain,GB,41.19,69.34,90.03,72.07, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T08:50:00.000000,Great Britain,Great Britain,GB,41.18,69.33,90.03,72.07,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T08:55:00.000000,Great Britain,Great Britain,GB,41.2,69.35,90.02,72.07, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T09:00:00.000000,Great Britain,Great Britain,GB,35.64,62.62,91.16,74.01, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T09:05:00.000000,Great Britain,Great Britain,GB,35.81,62.82,91.14,74.0,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:10:00.000000,Great Britain,Great Britain,GB,35.85,62.88,91.14,73.99,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:15:00.000000,Great Britain,Great Britain,GB,35.84,62.87,91.15,74.05,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:20:00.000000,Great Britain,Great Britain,GB,35.87,62.91,91.14,74.05,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:25:00.000000,Great Britain,Great Britain,GB,35.9,62.94,91.14,74.05,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:30:00.000000,Great Britain,Great Britain,GB,35.57,62.56,91.21,74.21,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:35:00.000000,Great Britain,Great Britain,GB,35.59,62.58,91.21,74.21,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:40:00.000000,Great Britain,Great Britain,GB,35.61,62.61,91.21,74.21,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:45:00.000000,Great Britain,Great Britain,GB,35.66,62.67,91.21,74.23,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T09:50:00.000000,Great Britain,Great Britain,GB,35.67,62.69,91.21,74.23, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T09:55:00.000000,Great Britain,Great Britain,GB,35.68,62.7,91.21,74.23, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T10:00:00.000000,Great Britain,Great Britain,GB,31.84,57.79,92.37,74.38, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T10:05:00.000000,Great Britain,Great Britain,GB,31.76,57.71,92.38,74.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T10:10:00.000000,Great Britain,Great Britain,GB,31.79,57.75,92.38,74.38,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T10:15:00.000000,Great Britain,Great Britain,GB,31.84,57.81,92.38,74.41,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T10:20:00.000000,Great Britain,Great Britain,GB,31.84,57.82,92.38,74.41,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T10:25:00.000000,Great Britain,Great Britain,GB,31.84,57.81,92.38,74.41,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T10:30:00.000000,Great Britain,Great Britain,GB,37.63,65.69,91.18,73.39, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T10:35:00.000000,Great Britain,Great Britain,GB,37.66,65.73,91.18,73.39, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T10:40:00.000000,Great Britain,Great Britain,GB,37.63,65.69,91.18,73.39, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T10:45:00.000000,Great Britain,Great Britain,GB,37.59,65.65,91.19,73.44, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T10:50:00.000000,Great Britain,Great Britain,GB,37.58,65.64,91.19,73.44, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T10:55:00.000000,Great Britain,Great Britain,GB,37.59,65.65,91.19,73.44, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T11:00:00.000000,Great Britain,Great Britain,GB,30.05,57.15,92.82,72.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T11:05:00.000000,Great Britain,Great Britain,GB,30.1,57.21,92.81,72.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T11:10:00.000000,Great Britain,Great Britain,GB,30.09,57.2,92.81,72.79, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T11:15:00.000000,Great Britain,Great Britain,GB,30.0,57.1,92.83,72.85, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T11:20:00.000000,Great Britain,Great Britain,GB,30.06,57.16,92.83,72.85, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T11:25:00.000000,Great Britain,Great Britain,GB,30.03,57.14,92.83,72.85,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T11:30:00.000000,Great Britain,Great Britain,GB,29.93,57.46,92.88,72.96,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T11:35:00.000000,Great Britain,Great Britain,GB,29.93,57.46,92.88,72.96,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T11:40:00.000000,Great Britain,Great Britain,GB,29.89,57.41,92.89,72.97, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T11:45:00.000000,Great Britain,Great Britain,GB,29.86,57.38,92.89,72.97,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T11:50:00.000000,Great Britain,Great Britain,GB,29.87,57.39,92.89,72.97, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T11:55:00.000000,Great Britain,Great Britain,GB,29.87,57.39,92.89,72.97,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T12:00:00.000000,Great Britain,Great Britain,GB,28.29,55.58,93.19,73.25, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T12:05:00.000000,Great Britain,Great Britain,GB,28.33,55.63,93.18,73.25, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T12:10:00.000000,Great Britain,Great Britain,GB,28.4,55.71,93.18,73.24,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T12:15:00.000000,Great Britain,Great Britain,GB,28.38,55.68,93.18,73.24,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T12:20:00.000000,Great Britain,Great Britain,GB,28.39,55.68,93.18,73.24,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T12:25:00.000000,Great Britain,Great Britain,GB,28.36,55.65,93.18,73.24,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T12:30:00.000000,Great Britain,Great Britain,GB,33.43,62.07,91.86,72.26, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T12:35:00.000000,Great Britain,Great Britain,GB,33.42,62.05,91.86,72.26,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T12:40:00.000000,Great Britain,Great Britain,GB,33.41,62.04,91.86,72.26, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T12:45:00.000000,Great Britain,Great Britain,GB,33.39,62.01,91.87,72.26, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T12:50:00.000000,Great Britain,Great Britain,GB,33.42,62.05,91.86,72.25, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T12:55:00.000000,Great Britain,Great Britain,GB,33.39,62.0,91.87,72.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T13:00:00.000000,Great Britain,Great Britain,GB,34.13,63.43,91.63,72.09, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T13:05:00.000000,Great Britain,Great Britain,GB,34.19,63.5,91.63,72.09, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T13:10:00.000000,Great Britain,Great Britain,GB,34.17,63.47,91.63,72.09,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T13:15:00.000000,Great Britain,Great Britain,GB,34.21,63.51,91.63,72.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T13:20:00.000000,Great Britain,Great Britain,GB,34.22,63.52,91.63,72.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T13:25:00.000000,Great Britain,Great Britain,GB,34.25,63.56,91.62,72.07, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T13:30:00.000000,Great Britain,Great Britain,GB,35.76,66.22,91.21,71.54, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T13:35:00.000000,Great Britain,Great Britain,GB,35.76,66.21,91.21,71.54,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T13:40:00.000000,Great Britain,Great Britain,GB,35.73,66.17,91.21,71.54, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T13:45:00.000000,Great Britain,Great Britain,GB,35.76,66.21,91.2,71.55, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T13:50:00.000000,Great Britain,Great Britain,GB,35.81,66.26,91.2,71.54, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T13:55:00.000000,Great Britain,Great Britain,GB,35.73,66.16,91.21,71.55, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T14:00:00.000000,Great Britain,Great Britain,GB,36.48,67.52,91.19,71.46, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T14:05:00.000000,Great Britain,Great Britain,GB,36.53,67.58,91.19,71.46, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T14:10:00.000000,Great Britain,Great Britain,GB,36.56,67.61,91.18,71.45,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T14:15:00.000000,Great Britain,Great Britain,GB,36.56,67.61,91.18,71.46,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T14:20:00.000000,Great Britain,Great Britain,GB,36.54,67.59,91.19,71.46,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T14:25:00.000000,Great Britain,Great Britain,GB,36.54,67.59,91.19,71.46,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T14:30:00.000000,Great Britain,Great Britain,GB,38.25,71.73,90.63,70.75, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T14:35:00.000000,Great Britain,Great Britain,GB,38.3,71.78,90.62,70.74, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T14:40:00.000000,Great Britain,Great Britain,GB,38.25,71.72,90.63,70.75,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T14:45:00.000000,Great Britain,Great Britain,GB,38.23,71.7,90.63,70.75, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T14:50:00.000000,Great Britain,Great Britain,GB,38.28,71.75,90.63,70.75,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T14:55:00.000000,Great Britain,Great Britain,GB,38.28,71.76,90.63,70.75, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:00:00.000000,Great Britain,Great Britain,GB,52.54,92.42,86.85,67.1, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:05:00.000000,Great Britain,Great Britain,GB,52.56,92.45,86.85,67.09,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T15:10:00.000000,Great Britain,Great Britain,GB,52.57,92.46,86.85,67.09,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T15:15:00.000000,Great Britain,Great Britain,GB,52.53,92.42,86.85,67.1, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:20:00.000000,Great Britain,Great Britain,GB,52.62,92.52,86.84,67.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T15:25:00.000000,Great Britain,Great Britain,GB,52.6,92.5,86.84,67.09, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:30:00.000000,Great Britain,Great Britain,GB,61.61,105.59,84.44,64.67, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:35:00.000000,Great Britain,Great Britain,GB,61.65,105.63,84.44,64.67, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:40:00.000000,Great Britain,Great Britain,GB,61.64,105.62,84.44,64.67, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:45:00.000000,Great Britain,Great Britain,GB,61.66,105.64,84.44,64.66,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T15:50:00.000000,Great Britain,Great Britain,GB,61.67,105.65,84.44,64.66, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T15:55:00.000000,Great Britain,Great Britain,GB,61.67,105.66,84.44,64.66,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T16:00:00.000000,Great Britain,Great Britain,GB,66.58,111.45,83.58,63.99, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T16:05:00.000000,Great Britain,Great Britain,GB,66.58,111.46,83.58,63.99,elexon.co.uk;  nationalgrideso.com,false,""
2025-01-01T16:10:00.000000,Great Britain,Great Britain,GB,66.6,111.48,83.57,63.99, nationalgrideso.com; elexon.co.uk,false,""
2025-01-01T16:15:00.000000,Great Britain,Great Britain,GB,66.6,111.49,83.57,64.0,elexon.co.uk;  nationalgrideso.com,false,""
