Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-03-12T20:10:00.000000,Great Britain,Great Britain,GB,209.73,297.56,44.85,35.42, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T20:15:00.000000,Great Britain,Great Britain,GB,209.73,297.56,44.85,35.42, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T20:20:00.000000,Great Britain,Great Britain,GB,209.73,297.56,44.85,35.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T20:25:00.000000,Great Britain,Great Britain,GB,209.74,297.58,44.85,35.41,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T20:30:00.000000,Great Britain,Great Britain,GB,214.65,303.93,43.68,34.2, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T20:35:00.000000,Great Britain,Great Britain,GB,214.65,303.93,43.68,34.2,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T20:40:00.000000,Great Britain,Great Britain,GB,214.65,303.93,43.68,34.2,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T20:45:00.000000,Great Britain,Great Britain,GB,214.66,303.94,43.68,34.2,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T20:50:00.000000,Great Britain,Great Britain,GB,214.67,303.95,43.67,34.2,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T20:55:00.000000,Great Britain,Great Britain,GB,214.67,303.95,43.67,34.2, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T21:00:00.000000,Great Britain,Great Britain,GB,218.22,308.73,42.71,33.5,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T21:05:00.000000,Great Britain,Great Britain,GB,218.21,308.72,42.71,33.51,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T21:10:00.000000,Great Britain,Great Britain,GB,218.2,308.71,42.71,33.51, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T21:15:00.000000,Great Britain,Great Britain,GB,218.2,308.71,42.71,33.51, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T21:20:00.000000,Great Britain,Great Britain,GB,218.2,308.71,42.71,33.51,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T21:25:00.000000,Great Britain,Great Britain,GB,218.21,308.72,42.71,33.51, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T21:30:00.000000,Great Britain,Great Britain,GB,213.09,303.19,43.34,33.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T21:35:00.000000,Great Britain,Great Britain,GB,213.09,303.19,43.34,33.78, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T21:40:00.000000,Great Britain,Great Britain,GB,213.09,303.19,43.34,33.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T21:45:00.000000,Great Britain,Great Britain,GB,213.09,303.19,43.34,33.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T21:50:00.000000,Great Britain,Great Britain,GB,213.1,303.19,43.34,33.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T21:55:00.000000,Great Britain,Great Britain,GB,213.1,303.19,43.34,33.78,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:00:00.000000,Great Britain,Great Britain,GB,191.84,276.97,48.47,36.88,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:05:00.000000,Great Britain,Great Britain,GB,191.84,276.97,48.47,36.88,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:10:00.000000,Great Britain,Great Britain,GB,191.84,276.97,48.47,36.88, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T22:15:00.000000,Great Britain,Great Britain,GB,191.84,276.97,48.47,36.88, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T22:20:00.000000,Great Britain,Great Britain,GB,191.84,276.97,48.47,36.88,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:25:00.000000,Great Britain,Great Britain,GB,191.81,276.94,48.48,36.89, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T22:30:00.000000,Great Britain,Great Britain,GB,173.54,254.29,53.41,40.85,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:35:00.000000,Great Britain,Great Britain,GB,173.54,254.29,53.41,40.85,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:40:00.000000,Great Britain,Great Britain,GB,173.54,254.29,53.41,40.85,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:45:00.000000,Great Britain,Great Britain,GB,173.57,254.33,53.4,40.85, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T22:50:00.000000,Great Britain,Great Britain,GB,173.59,254.35,53.4,40.84,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T22:55:00.000000,Great Britain,Great Britain,GB,173.59,254.35,53.4,40.84, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T23:00:00.000000,Great Britain,Great Britain,GB,151.67,227.44,59.34,44.69,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T23:05:00.000000,Great Britain,Great Britain,GB,151.67,227.44,59.34,44.69, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T23:10:00.000000,Great Britain,Great Britain,GB,151.67,227.45,59.34,44.69,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T23:15:00.000000,Great Britain,Great Britain,GB,151.7,227.49,59.33,44.7, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T23:20:00.000000,Great Britain,Great Britain,GB,151.7,227.49,59.33,44.7, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T23:25:00.000000,Great Britain,Great Britain,GB,151.7,227.49,59.33,44.7, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T23:30:00.000000,Great Britain,Great Britain,GB,148.28,223.61,60.57,45.43,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T23:35:00.000000,Great Britain,Great Britain,GB,148.28,223.61,60.57,45.43, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T23:40:00.000000,Great Britain,Great Britain,GB,148.28,223.61,60.57,45.43,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T23:45:00.000000,Great Britain,Great Britain,GB,148.29,223.63,60.56,45.44,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-12T23:50:00.000000,Great Britain,Great Britain,GB,148.29,223.63,60.56,45.44, nationalgrideso.com; elexon.co.uk,false,""
2025-03-12T23:55:00.000000,Great Britain,Great Britain,GB,148.29,223.63,60.56,45.44,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T00:00:00.000000,Great Britain,Great Britain,GB,139.75,212.87,62.55,46.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T00:05:00.000000,Great Britain,Great Britain,GB,139.75,212.87,62.55,46.08, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:10:00.000000,Great Britain,Great Britain,GB,139.75,212.87,62.55,46.08, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:15:00.000000,Great Britain,Great Britain,GB,139.77,212.9,62.55,46.09, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:20:00.000000,Great Britain,Great Britain,GB,139.77,212.9,62.55,46.09, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:25:00.000000,Great Britain,Great Britain,GB,139.77,212.9,62.55,46.09, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:30:00.000000,Great Britain,Great Britain,GB,144.61,218.58,61.58,45.15,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T00:35:00.000000,Great Britain,Great Britain,GB,144.61,218.58,61.58,45.15, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:40:00.000000,Great Britain,Great Britain,GB,144.61,218.58,61.58,45.15, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:45:00.000000,Great Britain,Great Britain,GB,144.63,218.61,61.58,45.16,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T00:50:00.000000,Great Britain,Great Britain,GB,144.63,218.61,61.58,45.16, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T00:55:00.000000,Great Britain,Great Britain,GB,144.63,218.61,61.58,45.16,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:00:00.000000,Great Britain,Great Britain,GB,142.52,216.08,62.03,45.49, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T01:05:00.000000,Great Britain,Great Britain,GB,142.52,216.08,62.03,45.49,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:10:00.000000,Great Britain,Great Britain,GB,142.51,216.06,62.03,45.49,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:15:00.000000,Great Britain,Great Britain,GB,142.49,216.04,62.03,45.49, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T01:20:00.000000,Great Britain,Great Britain,GB,142.49,216.04,62.03,45.49,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:25:00.000000,Great Britain,Great Britain,GB,142.5,216.05,62.03,45.49,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:30:00.000000,Great Britain,Great Britain,GB,133.98,205.2,64.25,47.61, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T01:35:00.000000,Great Britain,Great Britain,GB,133.98,205.2,64.25,47.61,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:40:00.000000,Great Britain,Great Britain,GB,133.98,205.2,64.25,47.61,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:45:00.000000,Great Britain,Great Britain,GB,133.95,205.16,64.25,47.6,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T01:50:00.000000,Great Britain,Great Britain,GB,133.95,205.16,64.25,47.6, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T01:55:00.000000,Great Britain,Great Britain,GB,133.95,205.16,64.25,47.6,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T02:00:00.000000,Great Britain,Great Britain,GB,128.29,198.1,65.79,48.13,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T02:05:00.000000,Great Britain,Great Britain,GB,128.29,198.1,65.79,48.13, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T02:10:00.000000,Great Britain,Great Britain,GB,128.29,198.1,65.79,48.13, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T02:15:00.000000,Great Britain,Great Britain,GB,128.27,198.08,65.79,48.13, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T02:20:00.000000,Great Britain,Great Britain,GB,128.27,198.08,65.79,48.13,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T02:25:00.000000,Great Britain,Great Britain,GB,128.27,198.08,65.79,48.13, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T02:30:00.000000,Great Britain,Great Britain,GB,126.74,196.8,66.17,48.24, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T02:35:00.000000,Great Britain,Great Britain,GB,126.74,196.8,66.17,48.24, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T02:40:00.000000,Great Britain,Great Britain,GB,126.74,196.8,66.17,48.24, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T02:45:00.000000,Great Britain,Great Britain,GB,126.77,196.82,66.17,48.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T02:50:00.000000,Great Britain,Great Britain,GB,126.77,196.82,66.17,48.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T02:55:00.000000,Great Britain,Great Britain,GB,126.77,196.82,66.17,48.25, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T03:00:00.000000,Great Britain,Great Britain,GB,125.96,194.36,66.41,47.71, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T03:05:00.000000,Great Britain,Great Britain,GB,125.96,194.36,66.41,47.71,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T03:10:00.000000,Great Britain,Great Britain,GB,125.96,194.36,66.41,47.71,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T03:15:00.000000,Great Britain,Great Britain,GB,125.96,194.35,66.41,47.71, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T03:20:00.000000,Great Britain,Great Britain,GB,125.96,194.35,66.41,47.71, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T03:25:00.000000,Great Britain,Great Britain,GB,125.96,194.35,66.41,47.71,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T03:30:00.000000,Great Britain,Great Britain,GB,125.83,195.92,66.38,47.58,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T03:35:00.000000,Great Britain,Great Britain,GB,125.83,195.92,66.38,47.58, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T03:40:00.000000,Great Britain,Great Britain,GB,125.83,195.92,66.38,47.58,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T03:45:00.000000,Great Britain,Great Britain,GB,125.86,195.95,66.37,47.59, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T03:50:00.000000,Great Britain,Great Britain,GB,125.86,195.95,66.37,47.59, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T03:55:00.000000,Great Britain,Great Britain,GB,125.86,195.95,66.37,47.59,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:00:00.000000,Great Britain,Great Britain,GB,132.18,204.07,64.67,47.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:05:00.000000,Great Britain,Great Britain,GB,132.18,204.07,64.67,47.08, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T04:10:00.000000,Great Britain,Great Britain,GB,132.18,204.07,64.67,47.08,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:15:00.000000,Great Britain,Great Britain,GB,132.17,204.07,64.67,47.06,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:20:00.000000,Great Britain,Great Britain,GB,132.17,204.07,64.67,47.06,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:25:00.000000,Great Britain,Great Britain,GB,132.17,204.07,64.67,47.06, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T04:30:00.000000,Great Britain,Great Britain,GB,135.0,207.42,63.96,46.84,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:35:00.000000,Great Britain,Great Britain,GB,135.0,207.42,63.96,46.84, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T04:40:00.000000,Great Britain,Great Britain,GB,135.0,207.42,63.96,46.84,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:45:00.000000,Great Britain,Great Britain,GB,135.17,207.65,63.92,46.8,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T04:50:00.000000,Great Britain,Great Britain,GB,135.17,207.65,63.92,46.8, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T04:55:00.000000,Great Britain,Great Britain,GB,135.17,207.65,63.92,46.8,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T05:00:00.000000,Great Britain,Great Britain,GB,145.47,221.08,61.09,47.03,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T05:05:00.000000,Great Britain,Great Britain,GB,145.47,221.08,61.09,47.03,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T05:10:00.000000,Great Britain,Great Britain,GB,145.47,221.08,61.09,47.03,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T05:15:00.000000,Great Britain,Great Britain,GB,145.62,221.27,61.06,46.97,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T05:20:00.000000,Great Britain,Great Britain,GB,145.62,221.27,61.06,46.97, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T05:25:00.000000,Great Britain,Great Britain,GB,145.62,221.27,61.06,46.97,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T05:30:00.000000,Great Britain,Great Britain,GB,158.62,237.56,57.58,44.07, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T05:35:00.000000,Great Britain,Great Britain,GB,158.62,237.56,57.58,44.07, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T05:40:00.000000,Great Britain,Great Britain,GB,158.62,237.56,57.58,44.07, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T05:45:00.000000,Great Britain,Great Britain,GB,158.49,237.39,57.62,44.12, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T05:50:00.000000,Great Britain,Great Britain,GB,158.49,237.39,57.62,44.12,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T05:55:00.000000,Great Britain,Great Britain,GB,158.49,237.39,57.62,44.12,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T06:00:00.000000,Great Britain,Great Britain,GB,176.92,259.85,53.16,41.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T06:05:00.000000,Great Britain,Great Britain,GB,176.92,259.85,53.16,41.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T06:10:00.000000,Great Britain,Great Britain,GB,176.92,259.85,53.16,41.25,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T06:15:00.000000,Great Britain,Great Britain,GB,176.74,259.6,53.21,41.31,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T06:20:00.000000,Great Britain,Great Britain,GB,176.74,259.6,53.21,41.31, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T06:25:00.000000,Great Britain,Great Britain,GB,176.74,259.6,53.21,41.31, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T06:30:00.000000,Great Britain,Great Britain,GB,196.39,282.77,48.79,37.65, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T06:35:00.000000,Great Britain,Great Britain,GB,196.39,282.77,48.79,37.65, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T06:40:00.000000,Great Britain,Great Britain,GB,196.39,282.77,48.79,37.65,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T06:45:00.000000,Great Britain,Great Britain,GB,196.39,282.77,48.79,37.65,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T06:50:00.000000,Great Britain,Great Britain,GB,196.39,282.77,48.79,37.65, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T06:55:00.000000,Great Britain,Great Britain,GB,196.39,282.77,48.79,37.65, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T07:00:00.000000,Great Britain,Great Britain,GB,188.84,273.25,50.3,37.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T07:05:00.000000,Great Britain,Great Britain,GB,188.84,273.25,50.3,37.42, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T07:10:00.000000,Great Britain,Great Britain,GB,188.84,273.25,50.3,37.42,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T07:15:00.000000,Great Britain,Great Britain,GB,188.86,273.28,50.3,37.41, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T07:20:00.000000,Great Britain,Great Britain,GB,188.86,273.28,50.3,37.41, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T07:25:00.000000,Great Britain,Great Britain,GB,188.86,273.28,50.3,37.41,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T07:30:00.000000,Great Britain,Great Britain,GB,197.12,282.94,48.81,36.27,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T07:35:00.000000,Great Britain,Great Britain,GB,197.12,282.94,48.81,36.27,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T07:40:00.000000,Great Britain,Great Britain,GB,197.12,282.94,48.81,36.27, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T07:45:00.000000,Great Britain,Great Britain,GB,197.15,282.98,48.8,36.28,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T07:50:00.000000,Great Britain,Great Britain,GB,197.15,282.98,48.8,36.28, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T07:55:00.000000,Great Britain,Great Britain,GB,197.15,282.98,48.8,36.28,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:00:00.000000,Great Britain,Great Britain,GB,183.71,266.41,51.74,37.39,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:05:00.000000,Great Britain,Great Britain,GB,183.71,266.41,51.74,37.38,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:10:00.000000,Great Britain,Great Britain,GB,183.71,266.41,51.74,37.38, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T08:15:00.000000,Great Britain,Great Britain,GB,183.73,266.43,51.74,37.4,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:20:00.000000,Great Britain,Great Britain,GB,183.73,266.44,51.74,37.4, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T08:25:00.000000,Great Britain,Great Britain,GB,183.73,266.44,51.74,37.4, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T08:30:00.000000,Great Britain,Great Britain,GB,180.15,262.7,52.12,37.93,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:35:00.000000,Great Britain,Great Britain,GB,180.15,262.7,52.12,37.93,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:40:00.000000,Great Britain,Great Britain,GB,180.15,262.7,52.12,37.93, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T08:45:00.000000,Great Britain,Great Britain,GB,180.01,262.53,52.16,37.96,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:50:00.000000,Great Britain,Great Britain,GB,180.01,262.52,52.16,37.96,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T08:55:00.000000,Great Britain,Great Britain,GB,180.01,262.52,52.16,37.96,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T09:00:00.000000,Great Britain,Great Britain,GB,178.22,260.11,52.89,38.87, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T09:05:00.000000,Great Britain,Great Britain,GB,178.22,260.1,52.89,38.87, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T09:10:00.000000,Great Britain,Great Britain,GB,178.22,260.1,52.89,38.87,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T09:15:00.000000,Great Britain,Great Britain,GB,177.99,259.83,52.94,38.95, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T09:20:00.000000,Great Britain,Great Britain,GB,177.99,259.83,52.94,38.95, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T09:25:00.000000,Great Britain,Great Britain,GB,177.99,259.83,52.94,38.95, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T09:30:00.000000,Great Britain,Great Britain,GB,174.37,255.66,53.86,39.79,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T09:35:00.000000,Great Britain,Great Britain,GB,174.37,255.66,53.86,39.79,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T09:40:00.000000,Great Britain,Great Britain,GB,174.37,255.66,53.87,39.79, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T09:45:00.000000,Great Britain,Great Britain,GB,174.36,255.64,53.87,39.8,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T09:50:00.000000,Great Britain,Great Britain,GB,174.36,255.64,53.87,39.8, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T09:55:00.000000,Great Britain,Great Britain,GB,174.36,255.64,53.87,39.8,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T10:00:00.000000,Great Britain,Great Britain,GB,172.0,252.73,54.55,41.13,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T10:05:00.000000,Great Britain,Great Britain,GB,172.28,253.03,54.52,41.09,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T10:10:00.000000,Great Britain,Great Britain,GB,172.28,253.03,54.52,41.09, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T10:15:00.000000,Great Britain,Great Britain,GB,172.32,253.08,54.51,41.08, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T10:20:00.000000,Great Britain,Great Britain,GB,172.2,252.95,54.52,41.09,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T10:25:00.000000,Great Britain,Great Britain,GB,172.21,252.97,54.52,41.09, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T10:30:00.000000,Great Britain,Great Britain,GB,175.4,257.08,53.71,40.33, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T10:35:00.000000,Great Britain,Great Britain,GB,175.34,257.02,53.71,40.33,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T10:40:00.000000,Great Britain,Great Britain,GB,175.33,257.01,53.71,40.33,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T10:45:00.000000,Great Britain,Great Britain,GB,175.31,256.98,53.72,40.35,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T10:50:00.000000,Great Britain,Great Britain,GB,175.33,256.99,53.72,40.35, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T10:55:00.000000,Great Britain,Great Britain,GB,175.27,256.93,53.73,40.35,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T11:00:00.000000,Great Britain,Great Britain,GB,173.42,254.77,54.18,40.64,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T11:05:00.000000,Great Britain,Great Britain,GB,173.41,254.76,54.18,40.64, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T11:10:00.000000,Great Britain,Great Britain,GB,173.41,254.76,54.18,40.64,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T11:15:00.000000,Great Britain,Great Britain,GB,173.42,254.77,54.17,40.63, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T11:20:00.000000,Great Britain,Great Britain,GB,173.42,254.77,54.17,40.63, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T11:25:00.000000,Great Britain,Great Britain,GB,173.42,254.77,54.17,40.63,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T11:30:00.000000,Great Britain,Great Britain,GB,175.48,257.63,53.65,40.03,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T11:35:00.000000,Great Britain,Great Britain,GB,175.48,257.63,53.65,40.03,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T11:40:00.000000,Great Britain,Great Britain,GB,175.48,257.63,53.65,40.03, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T11:45:00.000000,Great Britain,Great Britain,GB,175.47,257.61,53.65,40.03, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T11:50:00.000000,Great Britain,Great Britain,GB,175.47,257.61,53.65,40.03, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T11:55:00.000000,Great Britain,Great Britain,GB,175.47,257.61,53.65,40.03, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T12:00:00.000000,Great Britain,Great Britain,GB,176.81,259.07,53.52,39.52,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T12:05:00.000000,Great Britain,Great Britain,GB,176.8,259.07,53.52,39.53,elexon.co.uk;  nationalgrideso.com,false,""
2025-03-13T12:10:00.000000,Great Britain,Great Britain,GB,176.8,259.07,53.52,39.53, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T12:15:00.000000,Great Britain,Great Britain,GB,176.87,259.15,53.5,39.49, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T12:20:00.000000,Great Britain,Great Britain,GB,176.87,259.15,53.5,39.49, nationalgrideso.com; elexon.co.uk,false,""
2025-03-13T12:25:00.000000,Great Britain,Great Britain,GB,176.86,259.13,53.5,39.49,elexon.co.uk;  nationalgrideso.com,false,""
