"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"14/07/2025 21:00 - 14/07/2025 21:30","CTA|NIE","691.00","N/A"
"14/07/2025 21:30 - 14/07/2025 22:00","CTA|NIE","686.00","N/A"
"14/07/2025 22:00 - 14/07/2025 22:30","CTA|NIE","681.00","N/A"
"14/07/2025 22:30 - 14/07/2025 23:00","CTA|NIE","660.00","N/A"
"14/07/2025 23:00 - 14/07/2025 23:30","CTA|NIE","651.00","N/A"
"14/07/2025 23:30 - 15/07/2025 00:00","CTA|NIE","657.00","N/A"
"15/07/2025 00:00 - 15/07/2025 00:30","CTA|NIE","618.00","N/A"
"15/07/2025 00:30 - 15/07/2025 01:00","CTA|NIE","576.00","N/A"
"15/07/2025 01:00 - 15/07/2025 01:30","CTA|NIE","541.00","N/A"
"15/07/2025 01:30 - 15/07/2025 02:00","CTA|NIE","519.00","N/A"
"15/07/2025 02:00 - 15/07/2025 02:30","CTA|NIE","494.00","N/A"
"15/07/2025 02:30 - 15/07/2025 03:00","CTA|NIE","488.00","N/A"
"15/07/2025 03:00 - 15/07/2025 03:30","CTA|NIE","485.00","N/A"
"15/07/2025 03:30 - 15/07/2025 04:00","CTA|NIE","485.00","N/A"
"15/07/2025 04:00 - 15/07/2025 04:30","CTA|NIE","473.00","N/A"
"15/07/2025 04:30 - 15/07/2025 05:00","CTA|NIE","476.00","N/A"
"15/07/2025 05:00 - 15/07/2025 05:30","CTA|NIE","478.00","N/A"
"15/07/2025 05:30 - 15/07/2025 06:00","CTA|NIE","480.00","N/A"
"15/07/2025 06:00 - 15/07/2025 06:30","CTA|NIE","488.00","N/A"
"15/07/2025 06:30 - 15/07/2025 07:00","CTA|NIE","500.00","N/A"
"15/07/2025 07:00 - 15/07/2025 07:30","CTA|NIE","527.00","N/A"
"15/07/2025 07:30 - 15/07/2025 08:00","CTA|NIE","585.00","N/A"
"15/07/2025 08:00 - 15/07/2025 08:30","CTA|NIE","613.00","N/A"
"15/07/2025 08:30 - 15/07/2025 09:00","CTA|NIE","666.00","N/A"
"15/07/2025 09:00 - 15/07/2025 09:30","CTA|NIE","717.00","N/A"
"15/07/2025 09:30 - 15/07/2025 10:00","CTA|NIE","768.00","N/A"
"15/07/2025 10:00 - 15/07/2025 10:30","CTA|NIE","807.00","N/A"
"15/07/2025 10:30 - 15/07/2025 11:00","CTA|NIE","833.00","N/A"
"15/07/2025 11:00 - 15/07/2025 11:30","CTA|NIE","842.00","N/A"
"15/07/2025 11:30 - 15/07/2025 12:00","CTA|NIE","846.00","N/A"
"15/07/2025 12:00 - 15/07/2025 12:30","CTA|NIE","845.00","N/A"
"15/07/2025 12:30 - 15/07/2025 13:00","CTA|NIE","835.00","N/A"
"15/07/2025 13:00 - 15/07/2025 13:30","CTA|NIE","826.00","N/A"
"15/07/2025 13:30 - 15/07/2025 14:00","CTA|NIE","823.00","N/A"
"15/07/2025 14:00 - 15/07/2025 14:30","CTA|NIE","815.00","N/A"
"15/07/2025 14:30 - 15/07/2025 15:00","CTA|NIE","796.00","N/A"
"15/07/2025 15:00 - 15/07/2025 15:30","CTA|NIE","782.00","N/A"
"15/07/2025 15:30 - 15/07/2025 16:00","CTA|NIE","785.00","N/A"
"15/07/2025 16:00 - 15/07/2025 16:30","CTA|NIE","780.00","N/A"
"15/07/2025 16:30 - 15/07/2025 17:00","CTA|NIE","788.00","N/A"
"15/07/2025 17:00 - 15/07/2025 17:30","CTA|NIE","792.00","N/A"
"15/07/2025 17:30 - 15/07/2025 18:00","CTA|NIE","798.00","N/A"
"15/07/2025 18:00 - 15/07/2025 18:30","CTA|NIE","822.00","N/A"
"15/07/2025 18:30 - 15/07/2025 19:00","CTA|NIE","851.00","N/A"
"15/07/2025 19:00 - 15/07/2025 19:30","CTA|NIE","829.00","N/A"
"15/07/2025 19:30 - 15/07/2025 20:00","CTA|NIE","798.00","N/A"
"15/07/2025 20:00 - 15/07/2025 20:30","CTA|NIE","777.00","N/A"
"15/07/2025 20:30 - 15/07/2025 21:00","CTA|NIE","761.00","N/A"
"15/07/2025 21:00 - 15/07/2025 21:30","CTA|NIE","746.00","N/A"
"15/07/2025 21:30 - 15/07/2025 22:00","CTA|NIE","737.00","N/A"
"15/07/2025 22:00 - 15/07/2025 22:30","CTA|NIE","733.00","N/A"
"15/07/2025 22:30 - 15/07/2025 23:00","CTA|NIE","722.00","N/A"
"15/07/2025 23:00 - 15/07/2025 23:30","CTA|NIE","707.00","N/A"
"15/07/2025 23:30 - 16/07/2025 00:00","CTA|NIE","704.00","N/A"
"16/07/2025 00:00 - 16/07/2025 00:30","CTA|NIE","663.00","N/A"
"16/07/2025 00:30 - 16/07/2025 01:00","CTA|NIE","626.00","N/A"
"16/07/2025 01:00 - 16/07/2025 01:30","CTA|NIE","581.00","N/A"
"16/07/2025 01:30 - 16/07/2025 02:00","CTA|NIE","554.00","N/A"
"16/07/2025 02:00 - 16/07/2025 02:30","CTA|NIE","538.00","N/A"
"16/07/2025 02:30 - 16/07/2025 03:00","CTA|NIE","528.00","N/A"
"16/07/2025 03:00 - 16/07/2025 03:30","CTA|NIE","523.00","N/A"
"16/07/2025 03:30 - 16/07/2025 04:00","CTA|NIE","528.00","N/A"
"16/07/2025 04:00 - 16/07/2025 04:30","CTA|NIE","521.00","N/A"
"16/07/2025 04:30 - 16/07/2025 05:00","CTA|NIE","517.00","N/A"
"16/07/2025 05:00 - 16/07/2025 05:30","CTA|NIE","518.00","N/A"
"16/07/2025 05:30 - 16/07/2025 06:00","CTA|NIE","521.00","N/A"
"16/07/2025 06:00 - 16/07/2025 06:30","CTA|NIE","512.00","N/A"
"16/07/2025 06:30 - 16/07/2025 07:00","CTA|NIE","524.00","N/A"
"16/07/2025 07:00 - 16/07/2025 07:30","CTA|NIE","554.00","N/A"
"16/07/2025 07:30 - 16/07/2025 08:00","CTA|NIE","615.00","N/A"
"16/07/2025 08:00 - 16/07/2025 08:30","CTA|NIE","665.00","N/A"
"16/07/2025 08:30 - 16/07/2025 09:00","CTA|NIE","721.00","N/A"
"16/07/2025 09:00 - 16/07/2025 09:30","CTA|NIE","761.00","N/A"
"16/07/2025 09:30 - 16/07/2025 10:00","CTA|NIE","800.00","N/A"
"16/07/2025 10:00 - 16/07/2025 10:30","CTA|NIE","815.00","N/A"
"16/07/2025 10:30 - 16/07/2025 11:00","CTA|NIE","823.00","N/A"
"16/07/2025 11:00 - 16/07/2025 11:30","CTA|NIE","825.00","N/A"
"16/07/2025 11:30 - 16/07/2025 12:00","CTA|NIE","822.00","N/A"
"16/07/2025 12:00 - 16/07/2025 12:30","CTA|NIE","823.00","N/A"
"16/07/2025 12:30 - 16/07/2025 13:00","CTA|NIE","816.00","N/A"
"16/07/2025 13:00 - 16/07/2025 13:30","CTA|NIE","813.00","N/A"
"16/07/2025 13:30 - 16/07/2025 14:00","CTA|NIE","815.00","N/A"
"16/07/2025 14:00 - 16/07/2025 14:30","CTA|NIE","814.00","N/A"
"16/07/2025 14:30 - 16/07/2025 15:00","CTA|NIE","801.00","N/A"
"16/07/2025 15:00 - 16/07/2025 15:30","CTA|NIE","794.00","N/A"
"16/07/2025 15:30 - 16/07/2025 16:00","CTA|NIE","792.00","N/A"
"16/07/2025 16:00 - 16/07/2025 16:30","CTA|NIE","787.00","N/A"
"16/07/2025 16:30 - 16/07/2025 17:00","CTA|NIE","784.00","N/A"
"16/07/2025 17:00 - 16/07/2025 17:30","CTA|NIE","777.00","N/A"
"16/07/2025 17:30 - 16/07/2025 18:00","CTA|NIE","813.00","N/A"
"16/07/2025 18:00 - 16/07/2025 18:30","CTA|NIE","846.00","N/A"
"16/07/2025 18:30 - 16/07/2025 19:00","CTA|NIE","871.00","N/A"
"16/07/2025 19:00 - 16/07/2025 19:30","CTA|NIE","873.00","N/A"
"16/07/2025 19:30 - 16/07/2025 20:00","CTA|NIE","864.00","N/A"
"16/07/2025 20:00 - 16/07/2025 20:30","CTA|NIE","841.00","N/A"
"16/07/2025 20:30 - 16/07/2025 21:00","CTA|NIE","822.00","N/A"
"16/07/2025 21:00 - 16/07/2025 21:30","CTA|NIE","807.00","N/A"
"16/07/2025 21:30 - 16/07/2025 22:00","CTA|NIE","801.00","N/A"
"16/07/2025 22:00 - 16/07/2025 22:30","CTA|NIE","788.00","N/A"
"16/07/2025 22:30 - 16/07/2025 23:00","CTA|NIE","768.00","N/A"
"16/07/2025 23:00 - 16/07/2025 23:30","CTA|NIE","754.00","N/A"
"16/07/2025 23:30 - 17/07/2025 00:00","CTA|NIE","753.00","N/A"
"17/07/2025 00:00 - 17/07/2025 00:30","CTA|NIE","706.00","N/A"
"17/07/2025 00:30 - 17/07/2025 01:00","CTA|NIE","651.00","N/A"
"17/07/2025 01:00 - 17/07/2025 01:30","CTA|NIE","609.00","N/A"
"17/07/2025 01:30 - 17/07/2025 02:00","CTA|NIE","577.00","N/A"
"17/07/2025 02:00 - 17/07/2025 02:30","CTA|NIE","553.00","N/A"
"17/07/2025 02:30 - 17/07/2025 03:00","CTA|NIE","537.00","N/A"
"17/07/2025 03:00 - 17/07/2025 03:30","CTA|NIE","529.00","N/A"
"17/07/2025 03:30 - 17/07/2025 04:00","CTA|NIE","530.00","N/A"
"17/07/2025 04:00 - 17/07/2025 04:30","CTA|NIE","519.00","N/A"
"17/07/2025 04:30 - 17/07/2025 05:00","CTA|NIE","516.00","N/A"
"17/07/2025 05:00 - 17/07/2025 05:30","CTA|NIE","513.00","N/A"
"17/07/2025 05:30 - 17/07/2025 06:00","CTA|NIE","518.00","N/A"
"17/07/2025 06:00 - 17/07/2025 06:30","CTA|NIE","507.00","N/A"
"17/07/2025 06:30 - 17/07/2025 07:00","CTA|NIE","512.00","N/A"
"17/07/2025 07:00 - 17/07/2025 07:30","CTA|NIE","539.00","N/A"
"17/07/2025 07:30 - 17/07/2025 08:00","CTA|NIE","597.00","N/A"
"17/07/2025 08:00 - 17/07/2025 08:30","CTA|NIE","649.00","N/A"
"17/07/2025 08:30 - 17/07/2025 09:00","CTA|NIE","696.00","N/A"
"17/07/2025 09:00 - 17/07/2025 09:30","CTA|NIE","734.00","N/A"
"17/07/2025 09:30 - 17/07/2025 10:00","CTA|NIE","780.00","N/A"
"17/07/2025 10:00 - 17/07/2025 10:30","CTA|NIE","803.00","N/A"
"17/07/2025 10:30 - 17/07/2025 11:00","CTA|NIE","830.00","N/A"
"17/07/2025 11:00 - 17/07/2025 11:30","CTA|NIE","841.00","N/A"
"17/07/2025 11:30 - 17/07/2025 12:00","CTA|NIE","845.00","N/A"
"17/07/2025 12:00 - 17/07/2025 12:30","CTA|NIE","862.00","N/A"
"17/07/2025 12:30 - 17/07/2025 13:00","CTA|NIE","872.00","N/A"
"17/07/2025 13:00 - 17/07/2025 13:30","CTA|NIE","882.00","N/A"
"17/07/2025 13:30 - 17/07/2025 14:00","CTA|NIE","900.00","N/A"
"17/07/2025 14:00 - 17/07/2025 14:30","CTA|NIE","898.00","N/A"
"17/07/2025 14:30 - 17/07/2025 15:00","CTA|NIE","869.00","N/A"
"17/07/2025 15:00 - 17/07/2025 15:30","CTA|NIE","839.00","N/A"
"17/07/2025 15:30 - 17/07/2025 16:00","CTA|NIE","828.00","N/A"
"17/07/2025 16:00 - 17/07/2025 16:30","CTA|NIE","831.00","N/A"
"17/07/2025 16:30 - 17/07/2025 17:00","CTA|NIE","830.00","N/A"
"17/07/2025 17:00 - 17/07/2025 17:30","CTA|NIE","829.00","N/A"
"17/07/2025 17:30 - 17/07/2025 18:00","CTA|NIE","855.00","N/A"
"17/07/2025 18:00 - 17/07/2025 18:30","CTA|NIE","887.00","N/A"
"17/07/2025 18:30 - 17/07/2025 19:00","CTA|NIE","913.00","N/A"
"17/07/2025 19:00 - 17/07/2025 19:30","CTA|NIE","910.00","N/A"
"17/07/2025 19:30 - 17/07/2025 20:00","CTA|NIE","882.00","N/A"
"17/07/2025 20:00 - 17/07/2025 20:30","CTA|NIE","868.00","N/A"
"17/07/2025 20:30 - 17/07/2025 21:00","CTA|NIE","822.00","N/A"
"17/07/2025 21:00 - 17/07/2025 21:30","CTA|NIE","807.00","N/A"
"17/07/2025 21:30 - 17/07/2025 22:00","CTA|NIE","795.00","N/A"
"17/07/2025 22:00 - 17/07/2025 22:30","CTA|NIE","780.00","N/A"
"17/07/2025 22:30 - 17/07/2025 23:00","CTA|NIE","754.00","N/A"
"17/07/2025 23:00 - 17/07/2025 23:30","CTA|NIE","742.00","N/A"
"17/07/2025 23:30 - 18/07/2025 00:00","CTA|NIE","725.00","N/A"
"18/07/2025 00:00 - 18/07/2025 00:30","CTA|NIE","691.00","N/A"
"18/07/2025 00:30 - 18/07/2025 01:00","CTA|NIE","642.00","N/A"
"18/07/2025 01:00 - 18/07/2025 01:30","CTA|NIE","595.00","N/A"
"18/07/2025 01:30 - 18/07/2025 02:00","CTA|NIE","570.00","N/A"
"18/07/2025 02:00 - 18/07/2025 02:30","CTA|NIE","558.00","N/A"
"18/07/2025 02:30 - 18/07/2025 03:00","CTA|NIE","549.00","N/A"
"18/07/2025 03:00 - 18/07/2025 03:30","CTA|NIE","542.00","N/A"
"18/07/2025 03:30 - 18/07/2025 04:00","CTA|NIE","540.00","N/A"
"18/07/2025 04:00 - 18/07/2025 04:30","CTA|NIE","528.00","N/A"
"18/07/2025 04:30 - 18/07/2025 05:00","CTA|NIE","513.00","N/A"
"18/07/2025 05:00 - 18/07/2025 05:30","CTA|NIE","506.00","N/A"
"18/07/2025 05:30 - 18/07/2025 06:00","CTA|NIE","508.00","N/A"
"18/07/2025 06:00 - 18/07/2025 06:30","CTA|NIE","504.00","N/A"
"18/07/2025 06:30 - 18/07/2025 07:00","CTA|NIE","512.00","N/A"
"18/07/2025 07:00 - 18/07/2025 07:30","CTA|NIE","540.00","N/A"
"18/07/2025 07:30 - 18/07/2025 08:00","CTA|NIE","598.00","N/A"
"18/07/2025 08:00 - 18/07/2025 08:30","CTA|NIE","654.00","N/A"
"18/07/2025 08:30 - 18/07/2025 09:00","CTA|NIE","714.00","N/A"
"18/07/2025 09:00 - 18/07/2025 09:30","CTA|NIE","763.00","N/A"
"18/07/2025 09:30 - 18/07/2025 10:00","CTA|NIE","817.00","N/A"
"18/07/2025 10:00 - 18/07/2025 10:30","CTA|NIE","847.00","N/A"
"18/07/2025 10:30 - 18/07/2025 11:00","CTA|NIE","863.00","N/A"
"18/07/2025 11:00 - 18/07/2025 11:30","CTA|NIE","868.00","N/A"
"18/07/2025 11:30 - 18/07/2025 12:00","CTA|NIE","868.00","N/A"
"18/07/2025 12:00 - 18/07/2025 12:30","CTA|NIE","874.00","N/A"
"18/07/2025 12:30 - 18/07/2025 13:00","CTA|NIE","857.00","N/A"
"18/07/2025 13:00 - 18/07/2025 13:30","CTA|NIE","851.00","N/A"
"18/07/2025 13:30 - 18/07/2025 14:00","CTA|NIE","850.00","N/A"
"18/07/2025 14:00 - 18/07/2025 14:30","CTA|NIE","839.00","N/A"
"18/07/2025 14:30 - 18/07/2025 15:00","CTA|NIE","818.00","N/A"
"18/07/2025 15:00 - 18/07/2025 15:30","CTA|NIE","800.00","N/A"
"18/07/2025 15:30 - 18/07/2025 16:00","CTA|NIE","801.00","N/A"
"18/07/2025 16:00 - 18/07/2025 16:30","CTA|NIE","799.00","N/A"
"18/07/2025 16:30 - 18/07/2025 17:00","CTA|NIE","792.00","N/A"
"18/07/2025 17:00 - 18/07/2025 17:30","CTA|NIE","792.00","N/A"
"18/07/2025 17:30 - 18/07/2025 18:00","CTA|NIE","818.00","N/A"
"18/07/2025 18:00 - 18/07/2025 18:30","CTA|NIE","845.00","N/A"
"18/07/2025 18:30 - 18/07/2025 19:00","CTA|NIE","870.00","N/A"
"18/07/2025 19:00 - 18/07/2025 19:30","CTA|NIE","877.00","N/A"
"18/07/2025 19:30 - 18/07/2025 20:00","CTA|NIE","863.00","N/A"
"18/07/2025 20:00 - 18/07/2025 20:30","CTA|NIE","851.00","N/A"
"18/07/2025 20:30 - 18/07/2025 21:00","CTA|NIE","839.00","N/A"
"18/07/2025 21:00 - 18/07/2025 21:30","CTA|NIE","824.00","N/A"
"18/07/2025 21:30 - 18/07/2025 22:00","CTA|NIE","806.00","N/A"
"18/07/2025 22:00 - 18/07/2025 22:30","CTA|NIE","791.00","N/A"
"18/07/2025 22:30 - 18/07/2025 23:00","CTA|NIE","768.00","N/A"
"18/07/2025 23:00 - 18/07/2025 23:30","CTA|NIE","762.00","N/A"
"18/07/2025 23:30 - 19/07/2025 00:00","CTA|NIE","748.00","N/A"
"19/07/2025 00:00 - 19/07/2025 00:30","CTA|NIE","706.00","N/A"
"19/07/2025 00:30 - 19/07/2025 01:00","CTA|NIE","665.00","N/A"
"19/07/2025 01:00 - 19/07/2025 01:30","CTA|NIE","630.00","N/A"
"19/07/2025 01:30 - 19/07/2025 02:00","CTA|NIE","602.00","N/A"
"19/07/2025 02:00 - 19/07/2025 02:30","CTA|NIE","582.00","N/A"
"19/07/2025 02:30 - 19/07/2025 03:00","CTA|NIE","564.00","N/A"
"19/07/2025 03:00 - 19/07/2025 03:30","CTA|NIE","555.00","N/A"
"19/07/2025 03:30 - 19/07/2025 04:00","CTA|NIE","556.00","N/A"
"19/07/2025 04:00 - 19/07/2025 04:30","CTA|NIE","545.00","N/A"
"19/07/2025 04:30 - 19/07/2025 05:00","CTA|NIE","537.00","N/A"
"19/07/2025 05:00 - 19/07/2025 05:30","CTA|NIE","532.00","N/A"
"19/07/2025 05:30 - 19/07/2025 06:00","CTA|NIE","525.00","N/A"
"19/07/2025 06:00 - 19/07/2025 06:30","CTA|NIE","515.00","N/A"
"19/07/2025 06:30 - 19/07/2025 07:00","CTA|NIE","514.00","N/A"
"19/07/2025 07:00 - 19/07/2025 07:30","CTA|NIE","528.00","N/A"
"19/07/2025 07:30 - 19/07/2025 08:00","CTA|NIE","555.00","N/A"
"19/07/2025 08:00 - 19/07/2025 08:30","CTA|NIE","589.00","N/A"
"19/07/2025 08:30 - 19/07/2025 09:00","CTA|NIE","628.00","N/A"
"19/07/2025 09:00 - 19/07/2025 09:30","CTA|NIE","660.00","N/A"
"19/07/2025 09:30 - 19/07/2025 10:00","CTA|NIE","700.00","N/A"
"19/07/2025 10:00 - 19/07/2025 10:30","CTA|NIE","728.00","N/A"
"19/07/2025 10:30 - 19/07/2025 11:00","CTA|NIE","759.00","N/A"
"19/07/2025 11:00 - 19/07/2025 11:30","CTA|NIE","766.00","N/A"
"19/07/2025 11:30 - 19/07/2025 12:00","CTA|NIE","777.00","N/A"
"19/07/2025 12:00 - 19/07/2025 12:30","CTA|NIE","780.00","N/A"
"19/07/2025 12:30 - 19/07/2025 13:00","CTA|NIE","764.00","N/A"
"19/07/2025 13:00 - 19/07/2025 13:30","CTA|NIE","760.00","N/A"
"19/07/2025 13:30 - 19/07/2025 14:00","CTA|NIE","762.00","N/A"
"19/07/2025 14:00 - 19/07/2025 14:30","CTA|NIE","746.00","N/A"
"19/07/2025 14:30 - 19/07/2025 15:00","CTA|NIE","718.00","N/A"
"19/07/2025 15:00 - 19/07/2025 15:30","CTA|NIE","694.00","N/A"
"19/07/2025 15:30 - 19/07/2025 16:00","CTA|NIE","670.00","N/A"
"19/07/2025 16:00 - 19/07/2025 16:30","CTA|NIE","653.00","N/A"
"19/07/2025 16:30 - 19/07/2025 17:00","CTA|NIE","655.00","N/A"
"19/07/2025 17:00 - 19/07/2025 17:30","CTA|NIE","664.00","N/A"
"19/07/2025 17:30 - 19/07/2025 18:00","CTA|NIE","685.00","N/A"
"19/07/2025 18:00 - 19/07/2025 18:30","CTA|NIE","699.00","N/A"
"19/07/2025 18:30 - 19/07/2025 19:00","CTA|NIE","723.00","N/A"
"19/07/2025 19:00 - 19/07/2025 19:30","CTA|NIE","733.00","N/A"
"19/07/2025 19:30 - 19/07/2025 20:00","CTA|NIE","723.00","N/A"
"19/07/2025 20:00 - 19/07/2025 20:30","CTA|NIE","720.00","N/A"
"19/07/2025 20:30 - 19/07/2025 21:00","CTA|NIE","711.00","N/A"
"19/07/2025 21:00 - 19/07/2025 21:30","CTA|NIE","705.00","N/A"
"19/07/2025 21:30 - 19/07/2025 22:00","CTA|NIE","696.00","N/A"
"19/07/2025 22:00 - 19/07/2025 22:30","CTA|NIE","692.00","N/A"
"19/07/2025 22:30 - 19/07/2025 23:00","CTA|NIE","678.00","N/A"
"19/07/2025 23:00 - 19/07/2025 23:30","CTA|NIE","669.00","N/A"
"19/07/2025 23:30 - 20/07/2025 00:00","CTA|NIE","665.00","N/A"
"20/07/2025 00:00 - 20/07/2025 00:30","CTA|NIE","634.00","N/A"
"20/07/2025 00:30 - 20/07/2025 01:00","CTA|NIE","602.00","N/A"
"20/07/2025 01:00 - 20/07/2025 01:30","CTA|NIE","568.00","N/A"
"20/07/2025 01:30 - 20/07/2025 02:00","CTA|NIE","543.00","N/A"
"20/07/2025 02:00 - 20/07/2025 02:30","CTA|NIE","521.00","N/A"
"20/07/2025 02:30 - 20/07/2025 03:00","CTA|NIE","507.00","N/A"
"20/07/2025 03:00 - 20/07/2025 03:30","CTA|NIE","493.00","N/A"
"20/07/2025 03:30 - 20/07/2025 04:00","CTA|NIE","499.00","N/A"
"20/07/2025 04:00 - 20/07/2025 04:30","CTA|NIE","488.00","N/A"
"20/07/2025 04:30 - 20/07/2025 05:00","CTA|NIE","479.00","N/A"
"20/07/2025 05:00 - 20/07/2025 05:30","CTA|NIE","469.00","N/A"
"20/07/2025 05:30 - 20/07/2025 06:00","CTA|NIE","465.00","N/A"
"20/07/2025 06:00 - 20/07/2025 06:30","CTA|NIE","453.00","N/A"
"20/07/2025 06:30 - 20/07/2025 07:00","CTA|NIE","448.00","N/A"
"20/07/2025 07:00 - 20/07/2025 07:30","CTA|NIE","452.00","N/A"
"20/07/2025 07:30 - 20/07/2025 08:00","CTA|NIE","468.00","N/A"
"20/07/2025 08:00 - 20/07/2025 08:30","CTA|NIE","487.00","N/A"
"20/07/2025 08:30 - 20/07/2025 09:00","CTA|NIE","510.00","N/A"
"20/07/2025 09:00 - 20/07/2025 09:30","CTA|NIE","544.00","N/A"
"20/07/2025 09:30 - 20/07/2025 10:00","CTA|NIE","581.00","N/A"
"20/07/2025 10:00 - 20/07/2025 10:30","CTA|NIE","608.00","N/A"
"20/07/2025 10:30 - 20/07/2025 11:00","CTA|NIE","639.00","N/A"
"20/07/2025 11:00 - 20/07/2025 11:30","CTA|NIE","664.00","N/A"
"20/07/2025 11:30 - 20/07/2025 12:00","CTA|NIE","681.00","N/A"
"20/07/2025 12:00 - 20/07/2025 12:30","CTA|NIE","689.00","N/A"
"20/07/2025 12:30 - 20/07/2025 13:00","CTA|NIE","681.00","N/A"
"20/07/2025 13:00 - 20/07/2025 13:30","CTA|NIE","701.00","N/A"
"20/07/2025 13:30 - 20/07/2025 14:00","CTA|NIE","722.00","N/A"
"20/07/2025 14:00 - 20/07/2025 14:30","CTA|NIE","736.00","N/A"
"20/07/2025 14:30 - 20/07/2025 15:00","CTA|NIE","726.00","N/A"
"20/07/2025 15:00 - 20/07/2025 15:30","CTA|NIE","726.00","N/A"
"20/07/2025 15:30 - 20/07/2025 16:00","CTA|NIE","714.00","N/A"
"20/07/2025 16:00 - 20/07/2025 16:30","CTA|NIE","712.00","N/A"
"20/07/2025 16:30 - 20/07/2025 17:00","CTA|NIE","712.00","N/A"
"20/07/2025 17:00 - 20/07/2025 17:30","CTA|NIE","723.00","N/A"
"20/07/2025 17:30 - 20/07/2025 18:00","CTA|NIE","759.00","N/A"
"20/07/2025 18:00 - 20/07/2025 18:30","CTA|NIE","783.00","N/A"
"20/07/2025 18:30 - 20/07/2025 19:00","CTA|NIE","805.00","N/A"
"20/07/2025 19:00 - 20/07/2025 19:30","CTA|NIE","810.00","N/A"
"20/07/2025 19:30 - 20/07/2025 20:00","CTA|NIE","786.00","N/A"
"20/07/2025 20:00 - 20/07/2025 20:30","CTA|NIE","777.00","N/A"
"20/07/2025 20:30 - 20/07/2025 21:00","CTA|NIE","761.00","N/A"
"20/07/2025 21:00 - 20/07/2025 21:30","CTA|NIE","751.00","N/A"
"20/07/2025 21:30 - 20/07/2025 22:00","CTA|NIE","739.00","N/A"
"20/07/2025 22:00 - 20/07/2025 22:30","CTA|NIE","725.00","N/A"
"20/07/2025 22:30 - 20/07/2025 23:00","CTA|NIE","712.00","N/A"
"20/07/2025 23:00 - 20/07/2025 23:30","CTA|NIE","702.00","N/A"
"20/07/2025 23:30 - 21/07/2025 00:00","CTA|NIE","685.00","N/A"
"21/07/2025 00:00 - 21/07/2025 00:30","CTA|NIE","644.00","N/A"
"21/07/2025 00:30 - 21/07/2025 01:00","CTA|NIE","602.00","N/A"
"21/07/2025 01:00 - 21/07/2025 01:30","CTA|NIE","561.00","N/A"
"21/07/2025 01:30 - 21/07/2025 02:00","CTA|NIE","540.00","N/A"
"21/07/2025 02:00 - 21/07/2025 02:30","CTA|NIE","522.00","N/A"
"21/07/2025 02:30 - 21/07/2025 03:00","CTA|NIE","511.00","N/A"
"21/07/2025 03:00 - 21/07/2025 03:30","CTA|NIE","494.00","N/A"
"21/07/2025 03:30 - 21/07/2025 04:00","CTA|NIE","507.00","N/A"
"21/07/2025 04:00 - 21/07/2025 04:30","CTA|NIE","484.00","N/A"
"21/07/2025 04:30 - 21/07/2025 05:00","CTA|NIE","480.00","N/A"
"21/07/2025 05:00 - 21/07/2025 05:30","CTA|NIE","480.00","N/A"
"21/07/2025 05:30 - 21/07/2025 06:00","CTA|NIE","480.00","N/A"
"21/07/2025 06:00 - 21/07/2025 06:30","CTA|NIE","489.00","N/A"
"21/07/2025 06:30 - 21/07/2025 07:00","CTA|NIE","501.00","N/A"
"21/07/2025 07:00 - 21/07/2025 07:30","CTA|NIE","542.00","N/A"
"21/07/2025 07:30 - 21/07/2025 08:00","CTA|NIE","593.00","N/A"
"21/07/2025 08:00 - 21/07/2025 08:30","CTA|NIE","661.00","N/A"
"21/07/2025 08:30 - 21/07/2025 09:00","CTA|NIE","736.00","N/A"
"21/07/2025 09:00 - 21/07/2025 09:30","CTA|NIE","802.00","N/A"
"21/07/2025 09:30 - 21/07/2025 10:00","CTA|NIE","851.00","N/A"
"21/07/2025 10:00 - 21/07/2025 10:30","CTA|NIE","888.00","N/A"
"21/07/2025 10:30 - 21/07/2025 11:00","CTA|NIE","908.00","N/A"
"21/07/2025 11:00 - 21/07/2025 11:30","CTA|NIE","917.00","N/A"
"21/07/2025 11:30 - 21/07/2025 12:00","CTA|NIE","924.00","N/A"
"21/07/2025 12:00 - 21/07/2025 12:30","CTA|NIE","943.00","N/A"
"21/07/2025 12:30 - 21/07/2025 13:00","CTA|NIE","942.00","N/A"
"21/07/2025 13:00 - 21/07/2025 13:30","CTA|NIE","955.00","N/A"
"21/07/2025 13:30 - 21/07/2025 14:00","CTA|NIE","955.00","N/A"
"21/07/2025 14:00 - 21/07/2025 14:30","CTA|NIE","954.00","N/A"
"21/07/2025 14:30 - 21/07/2025 15:00","CTA|NIE","926.00","N/A"
"21/07/2025 15:00 - 21/07/2025 15:30","CTA|NIE","921.00","N/A"
"21/07/2025 15:30 - 21/07/2025 16:00","CTA|NIE","913.00","N/A"
"21/07/2025 16:00 - 21/07/2025 16:30","CTA|NIE","907.00","N/A"
"21/07/2025 16:30 - 21/07/2025 17:00","CTA|NIE","905.00","N/A"
"21/07/2025 17:00 - 21/07/2025 17:30","CTA|NIE","910.00","N/A"
"21/07/2025 17:30 - 21/07/2025 18:00","CTA|NIE","934.00","N/A"
"21/07/2025 18:00 - 21/07/2025 18:30","CTA|NIE","969.00","N/A"
"21/07/2025 18:30 - 21/07/2025 19:00","CTA|NIE","982.00","N/A"
